BCF-ch U14,Rhyl,1969.??.??,?,"Speelman, Jonathan S","Fletcher, John",,,C57,"[['e4', 'e5'], ['Nf3', 'Nf6'], ['Bc4', 'Nc6'], ['Ng5', 'd5'], ['exd5', 'Nxd5'], ['Nxf7', 'Kxf7'], ['Qf3+', 'Ke6'], ['Nc3', 'Nb4\n'], ['d4', 'c6'], ['Qe4', 'Kf7'], ['a3', 'Qa5'], ['axb4', 'Qxa1'], ['Nxd5', 'Qxc1+'], ['Ke2', 'Qxh1'], ['Nc7+', 'Ke7\n'], ['Qxe5+', 'Kd7'], ['Nxa8', 'Qxg2'], ['Qc7+', '']]",1-0
BCF-ch,Eastbourne,1973.??.??,8,"Wade, Robert Graham","Speelman, Jonathan S",,,B52,"[['e4', 'c5'], ['Nf3', 'd6'], ['Bb5+', 'Bd7'], ['a4', 'g6'], ['O-O', 'Bg7'], ['Re1', 'Nf6'], ['Na3', 'O-O'], ['Bxd7', 'Nfxd7\n'], ['Nc4', 'Nc6'], ['d3', 'b6'], ['Bg5', 'a6'], ['c3', 'b5'], ['axb5', 'axb5'], ['Ncd2', 'Rxa1'], ['Qxa1', 'Qa8\n'], ['Qb1', 'Qa4'], ['d4', 'h6'], ['d5', 'hxg5'], ['dxc6', 'Ne5'], ['Nxg5', 'Nxc6'], ['f4', 'c4'], ['Ndf3', 'b4\n'], ['e5', 'bxc3'], ['bxc3', 'dxe5'], ['fxe5', 'e6'], ['Qe4', 'Rd8'], ['Nxf7', 'Kxf7'], ['Ng5+', 'Kg8'], ['Qxg6', '']]",1-0
BCF-ch,Eastbourne,1973.??.??,9,"Denman, Brian","Speelman, Jonathan S",,,B57,"[['e4', 'c5'], ['Nf3', 'd6'], ['d4', 'cxd4'], ['Nxd4', 'Nf6'], ['Nc3', 'Nc6'], ['Bc4', 'Qb6'], ['Nb3', 'e6'], ['O-O', 'Qc7\n'], ['Bg5', 'a6'], ['a4', 'Be7'], ['f4', 'h6'], ['Bh4', 'g5'], ['Bg3', 'gxf4'], ['Bxf4', 'Ne5'], ['Be2', 'Bd7\n'], ['Nd4', 'Rg8'], ['h3', 'Rg6'], ['Qd2', 'Nc6'], ['Nxc6', 'Bxc6'], ['Bf3', 'O-O-O'], ['Kh1', 'e5'], ['Bh2', 'b6\n'], ['Qe3', 'Kb8'], ['b4', 'Ba8'], ['Rfd1', 'Rd7'], ['Rd3', 'Bd8'], ['Rad1', 'Qc4'], ['Rxd6', 'Ng4'], ['Bxg4', 'Rdxd6\n'], ['Bxe5', 'Bc7'], ['Bxd6', 'Rxd6'], ['Rxd6', 'Qf1+'], ['Qg1', 'Qxg1+'], ['Kxg1', 'Bxd6'], ['b5', 'Be5\n'], ['Nd5', 'axb5'], ['axb5', 'Bxd5'], ['exd5', 'Kc7'], ['c4', 'Bd4+'], ['Kf1', 'Kd6'], ['Ke2', 'Ke5'], ['Kf3', 'f5\n'], ['Bh5', 'Bc5'], ['Kg3', 'Kf6'], ['Be2', 'Kg5'], ['Bd3', 'Bd6+'], ['Kf3', 'Kf6'], ['h4', 'Bc5'], ['g3', 'Bd6\n'], ['Bf1', 'Bc5'], ['Bh3', 'Bd6']]",1/2-1/2
BCF-ch,Eastbourne,1973.??.??,10,"Speelman, Jonathan S","Quinn, John M",,,B17,"[['e4', 'c6'], ['d4', 'd5'], ['Nc3', 'dxe4'], ['Nxe4', 'Nd7'], ['Bc4', 'Ngf6'], ['Nxf6+', 'Nxf6'], ['c3', 'e6'], ['Nf3', 'c5\n'], ['O-O', 'cxd4'], ['Qxd4', 'Qxd4'], ['Nxd4', 'Bd7'], ['Bf4', 'Be7'], ['Rad1', 'O-O'], ['Bb5', 'Bxb5'], ['Nxb5', 'Nd5\n'], ['Bd6', 'Bxd6'], ['Nxd6', 'b6'], ['c4', 'Nf6'], ['Rd2', 'Rfd8'], ['Rfd1', 'Kf8'], ['f3', 'Rd7'], ['Kf2', '']]",1/2-1/2
BCF-ch,Eastbourne,1973.??.??,11,"Edwards, L Alan","Speelman, Jonathan S",,,B26,"[['e4', 'c5'], ['Nc3', 'Nc6'], ['g3', 'g6'], ['Bg2', 'Bg7'], ['d3', 'Rb8'], ['Be3', 'd6'], ['Nge2', 'b5'], ['Qd2', 'b4\n'], ['Nd1', 'Nf6'], ['f3', 'h5'], ['Nf2', 'a5'], ['f4', 'Qc7'], ['h3', 'a4'], ['O-O', 'Nd7'], ['Rab1', 'Nd4'], ['Kh1', 'b3\n'], ['axb3', 'axb3'], ['c3', 'Nc2'], ['Nd1', 'f5'], ['Bf2', 'Bb7'], ['Ne3', 'Nxe3'], ['Qxe3', 'Kf7'], ['Rbe1', 'e6\n'], ['Kg1', 'Rbe8'], ['Bf3', 'Nf6'], ['Kg2', 'c4'], ['Nd4', 'cxd3'], ['Nb5', 'Qc6'], ['Qxd3', 'Bf8'], ['Bd4', 'fxe4\n'], ['Rxe4', 'Qxe4'], ['Bxe4', 'Bxe4+'], ['Qxe4', 'Nxe4'], ['Bxh8', 'd5'], ['Nd4', 'Bg7'], ['Bxg7', 'Kxg7\n'], ['Ra1', 'Kf6'], ['Ra6', 'Rb8'], ['Rxe6+', 'Kf7'], ['Ra6', 'Nxc3'], ['Ra7+', 'Kg8'], ['Nxb3', 'Rxb3'], ['bxc3', 'Rxc3']]",1/2-1/2
BCF-ch,Clacton on Sea,1974.08.05,1,"Speelman, Jonathan S","Hartston, William R",,,B46,"[['e4', 'c5'], ['Nc3', 'e6'], ['Nf3', 'Nc6'], ['d4', 'cxd4'], ['Nxd4', 'a6'], ['g3', 'Nge7'], ['Nb3', 'b5'], ['Bf4', 'Ng6\n'], ['Bd6', 'Bxd6'], ['Qxd6', 'Qe7'], ['O-O-O', 'Qxd6'], ['Rxd6', 'Ke7'], ['Rd2', 'd6'], ['f4', 'Rd8'], ['Bg2', 'Bd7\n'], ['Re1', 'Rac8'], ['h4', 'f6'], ['Red1', 'Be8'], ['f5', 'b4']]",1/2-1/2
BCF-ch,Clacton on Sea,1974.08.06,2,"Mabbs, David J","Speelman, Jonathan S",,,B57,"[['e4', 'c5'], ['Nf3', 'Nc6'], ['d4', 'cxd4'], ['Nxd4', 'Nf6'], ['Nc3', 'd6'], ['Bc4', 'Qb6'], ['Nxc6', 'bxc6'], ['O-O', 'e6\n'], ['e5', 'dxe5'], ['Qe2', 'Qc7'], ['Re1', 'Bd6'], ['Bg5', 'h6'], ['Bxf6', 'gxf6'], ['Ne4', 'Be7'], ['Ng3', 'Kf8\n'], ['c3', 'a5'], ['Rad1', 'a4'], ['Nh5', 'Ra5'], ['Qg4', 'Rg8'], ['Qh3', 'f5'], ['b4', 'axb3'], ['axb3', 'Rg4\n'], ['Be2', 'Re4'], ['Qf3', 'Bg5'], ['c4', 'Ra2'], ['Ng3', 'Rd4'], ['Nf1', 'c5'], ['Qc3', 'Rxe2'], ['Rxe2', 'Rxd1\n'], ['Rxe5', 'Bf6']]",0-1
BCF-ch,Clacton on Sea,1974.08.07,3,"Speelman, Jonathan S","Haygarth, Michael J",,,B15,"[['e4', 'c6'], ['d4', 'd5'], ['Nc3', 'g6'], ['Nf3', 'Bg4'], ['h3', 'Bxf3'], ['Qxf3', 'e6'], ['Bf4', 'Bg7'], ['exd5', 'exd5\n'], ['O-O-O', 'Ne7'], ['g4', 'O-O'], ['h4', 'Nd7'], ['h5', 'Re8'], ['Kb1', 'Nf8'], ['hxg6', 'hxg6'], ['Qh3', 'Nc8\n'], ['Qh2', 'Nb6'], ['g5', 'f5'], ['gxf6', 'Bxf6'], ['Be5', 'Nbd7'], ['f4', 'Qe7'], ['Bg2', 'Nb6'], ['Rd3', 'Qg7\n'], ['Rh3', 'Kf7'], ['Rh6', 'Ke7'], ['f5', 'Bxe5'], ['dxe5', 'gxf5'], ['e6', 'Kd8'], ['Bf1', 'Nc8'], ['Bd3', 'Qc7\n'], ['Qh5', 'Ne7'], ['Qf7', 'Qd6'], ['Bxf5', 'Kc7'], ['Bg4', 'Kb6'], ['Bh5', 'Red8'], ['b3', 'a5'], ['Qf2+', 'd4\n'], ['Ne4', 'Qe5'], ['Nd2', 'Ka7'], ['Nc4', 'Qg5'], ['Bf7', 'b6'], ['R6h5', 'Qg4'], ['Ne5', '']]",1-0
BCF-ch,Clacton on Sea,1974.08.08,4,"Speelman, Jonathan S","Webb, Simon",,,C00,"[['e4', 'e6'], ['Nc3', 'd5'], ['Nf3', 'd4'], ['Ne2', 'c5'], ['c3', 'Nf6'], ['cxd4', 'Nxe4'], ['Nc3', 'Nxc3'], ['dxc3', 'cxd4\n'], ['Nxd4', 'Be7'], ['Qc2', 'O-O'], ['Bd3', 'g6'], ['Bh6', 'Re8'], ['O-O-O', 'Qa5'], ['Kb1', 'e5'], ['Nb3', 'Qa4\n'], ['h4', 'Bxh4'], ['Qe2', 'Nc6'], ['Bb5', 'Qg4'], ['f3', 'Qg3'], ['Ka1', 'Qf2'], ['Qc4', 'Be7'], ['Bxc6', 'bxc6\n'], ['Qe4', 'Qg3'], ['f4', 'Bf5'], ['Qxe5', 'Bf8'], ['Qf6', 'Bxh6'], ['Rxh6', 'Re1'], ['Rh1', 'Rxh1'], ['Rxh1', 'Re8\n'], ['Rd1', 'Qxg2'], ['Qh4', 'h5'], ['Nd4', 'Qg4'], ['Qxg4', 'Bxg4'], ['Rg1', 'c5'], ['Nb3', 'h4']]",0-1
BCF-ch,Clacton on Sea,1974.08.09,5,"Stean, Michael","Speelman, Jonathan S",,,B39,"[['Nf3', 'c5'], ['c4', 'g6'], ['d4', 'Bg7'], ['e4', 'cxd4'], ['Nxd4', 'Nc6'], ['Be3', 'Nf6'], ['Nc3', 'Ng4'], ['Qxg4', 'Nxd4\n'], ['Qd1', 'Ne6'], ['Qd2', 'd6'], ['Be2', 'Bd7'], ['O-O', 'O-O'], ['b4', 'b6'], ['Rac1', 'Bc6'], ['Nd5', 'Qd7\n'], ['f4', 'f5'], ['exf5', 'gxf5'], ['Bf3', 'Kh8'], ['Rfe1', 'Nd8'], ['b5', 'Bb7'], ['Qf2', 'e6'], ['Nb4', 'Bxf3\n'], ['Qxf3', 'Rc8'], ['Red1', 'Qe7'], ['Bf2', 'Rg8'], ['Rc2', 'Qc7'], ['a3', 'Rf8'], ['Kh1', 'e5'], ['Qd5', 'Nb7\n'], ['Be3', 'Na5'], ['Qd3', 'Qf7'], ['Nd5', 'e4'], ['Qe2', 'Nb3'], ['a4', 'Rfe8'], ['Rb1', 'Na5'], ['Rd1', 'Nb3\n'], ['Rb1', '']]",1/2-1/2
BCF-ch,Clacton on Sea,1974.08.10,6,"Law, Andrew P","Speelman, Jonathan S",,,E61,"[['Nf3', 'd6'], ['d4', 'Nf6'], ['c4', 'g6'], ['Nc3', 'Bg7'], ['Bg5', 'h6'], ['Bh4', 'c5'], ['e3', 'O-O'], ['Be2', 'Bf5\n'], ['h3', 'Ne4'], ['Nxe4', 'Bxe4'], ['O-O', 'cxd4'], ['Nxd4', 'Nc6'], ['Qd2', 'Re8'], ['Nb5', 'Bf5'], ['Rac1', 'Rc8\n'], ['f3', 'a6'], ['Nc3', 'Qa5'], ['Bf2', 'b5'], ['cxb5', 'axb5'], ['Qd5', 'Na7'], ['e4', 'Be6'], ['Qb7', 'Ra8']]",1/2-1/2
BCF-ch,Clacton on Sea,1974.08.12,7,"Speelman, Jonathan S","Williams, Arthur H",,,C41,"[['e4', 'Nf6'], ['Nc3', 'e5'], ['Nf3', 'd6'], ['d4', 'Nbd7'], ['g3', 'Be7'], ['Bg2', 'O-O'], ['O-O', 'c6'], ['a4', 'a5\n'], ['h3', 'Re8'], ['Re1', 'Qc7'], ['b3', 'Bf8'], ['Ba3', 'Qb6'], ['Qd2', 'exd4'], ['Nxd4', 'Nc5'], ['Rad1', 'Bd7\n'], ['Qf4', 'Rad8'], ['Bb2', 'Bc8'], ['Nf3', 'Ne6'], ['Qc1', 'h6'], ['Ba3', 'Nc5'], ['Nd2', 'Be6'], ['Nf1', 'Na6\n'], ['Ne3', 'Nb4'], ['Bb2', 'd5'], ['exd5', 'Bxd5'], ['Ncxd5', 'Nbxd5'], ['Nxd5', 'Rxe1+'], ['Rxe1', 'Nxd5\n'], ['Bxd5', 'Rxd5'], ['Re8', 'Rd8'], ['Qe1', 'Rxe8'], ['Qxe8', 'Qc5'], ['Qe4', 'b5'], ['Kg2', 'Qd6'], ['Bc3', 'Qc5\n'], ['Qe5', 'Qxe5'], ['Bxe5', 'Bb4'], ['Kf3', 'f6'], ['Bd4', 'Kf7'], ['Ke2', 'Ke6'], ['c3', 'Ba3'], ['Bb6', 'bxa4\n'], ['bxa4', 'Kd5'], ['Bxa5', 'Kc4'], ['Bb6', 'f5'], ['a5', 'Kb5'], ['Kf3', 'Bc1'], ['g4', 'fxg4+'], ['Kxg4', 'g6\n'], ['f4', 'Bd2'], ['c4+', 'Ka6'], ['h4', 'Kb7'], ['Bc5', 'Bxa5'], ['Bf8', 'Kb6'], ['h5', 'gxh5+'], ['Kxh5', 'Bc3\n'], ['f5', 'Bd4'], ['c5+', 'Kb5'], ['Kxh6', 'Kc4'], ['Kg6', 'Kd5'], ['f6', '']]",1-0
BCF-ch,Clacton on Sea,1974.08.13,8,"Speelman, Jonathan S","Bellin, Robert",,,C81,"[['e4', 'e5'], ['Nf3', 'Nc6'], ['Bb5', 'a6'], ['Ba4', 'Nf6'], ['O-O', 'Nxe4'], ['d4', 'b5'], ['Bb3', 'd5'], ['dxe5', 'Be6\n'], ['Qe2', 'Be7'], ['Rd1', 'O-O'], ['c4', 'bxc4'], ['Bxc4', 'Qd7'], ['Nc3', 'Nxc3'], ['bxc3', 'f6'], ['exf6', 'Bxf6\n'], ['Bg5', 'Kh8'], ['Bxf6', 'Rxf6'], ['Ne5', 'Qd6'], ['Nxc6', 'Qxc6'], ['Bb3', 'Qxc3'], ['Rac1', 'Qa5'], ['Qe3', 'Raf8\n'], ['Rc6', 'd4'], ['Qxd4', 'Bxb3'], ['Rxf6', 'Rxf6'], ['axb3', 'Rd6'], ['Qg4', '']]",1/2-1/2
BCF-ch,Clacton on Sea,1974.08.14,9,"Mestel, A Jonathan","Speelman, Jonathan S",,,B92,"[['e4', 'c5'], ['Nf3', 'd6'], ['d4', 'cxd4'], ['Nxd4', 'Nf6'], ['Nc3', 'a6'], ['Be2', 'e5'], ['Nb3', 'Be7'], ['O-O', 'Be6\n'], ['f4', 'Qc7'], ['f5', 'Bc4'], ['a4', 'Nbd7'], ['Kh1', 'O-O'], ['a5', 'Bb5'], ['Be3', 'Rfe8'], ['Re1', 'Rac8\n'], ['Rc1', 'Bxe2'], ['Qxe2', 'Qc4'], ['Qf3', 'Kh8'], ['Ra1', 'd5'], ['exd5', 'Qh4'], ['Bf2', 'Qg5'], ['Rad1', 'Bb4\n'], ['Ne4', 'Nxe4'], ['Rxe4', 'Bf8'], ['c3', 'Nf6'], ['Be3', 'Qh5'], ['Qxh5', 'Nxh5'], ['Bg5', 'h6'], ['Bh4', 'Bd6\n'], ['g4', 'Nf4'], ['Bg3', 'Nh3'], ['Re3', 'Rc4'], ['Kg2', 'Ng5'], ['h3', 'Ne4'], ['Nd2', 'Nxd2'], ['Rxd2', 'f6\n'], ['Kf3', 'Rc5'], ['Re4', 'Rxa5'], ['Bf2', 'h5'], ['Ke2', 'Rc8'], ['Kd3', 'Ra1'], ['Re1', 'Ra4'], ['Re4', 'Ra1\n'], ['Re1', 'Ra4'], ['Be3', 'Kg8'], ['Rdd1', 'a5']]",1/2-1/2
BCF-ch,Clacton on Sea,1974.08.15,10,"Speelman, Jonathan S","Holloway, Nigel J",,,B05,"[['e4', 'Nf6'], ['e5', 'Nd5'], ['d4', 'd6'], ['Nf3', 'Bg4'], ['Be2', 'e6'], ['h3', 'Bh5'], ['O-O', 'Be7'], ['c3', 'Nc6\n'], ['Re1', 'O-O'], ['a4', 'a5'], ['Na3', 'dxe5'], ['Nxe5', 'Bxe2'], ['Qxe2', 'Nxe5'], ['Qxe5', 'Bd6'], ['Qe4', 'c6\n'], ['Bd2', 'Qf6'], ['Nc4', 'Bc7'], ['Ne3', '']]",1/2-1/2
BCF-ch,Clacton on Sea,1974.08.16,11,"Botterill, George Steven","Speelman, Jonathan S",,,B30,"[['e4', 'c5'], ['Nf3', 'Nc6'], ['Bb5', 'e6'], ['O-O', 'Nge7'], ['b3', 'Nd4'], ['Nxd4', 'cxd4'], ['Bb2', 'a6'], ['Bd3', 'Nc6\n'], ['c3', 'Bc5'], ['b4', 'Ba7'], ['a4', 'Qh4'], ['Qe2', 'h5'], ['e5', 'Qf4'], ['Re1', 'dxc3'], ['dxc3', 'Bb8\n'], ['c4', 'Nxb4'], ['Nd2', 'f5'], ['Nf3', 'h4'], ['h3', 'Qh6'], ['Bc1', 'Qh5'], ['a5', 'Nc6'], ['c5', 'Rg8'], ['Ra4', 'g5\n'], ['Bxg5', 'Nxe5'], ['Nxe5', 'Qxg5'], ['f4', 'Qg3'], ['Rf1', 'Kd8'], ['Nf7+', 'Ke7'], ['Rf3', 'Qg7'], ['Ng5', 'Qf6\n'], ['Re3', 'Ba7'], ['Rc4', 'Qa1+'], ['Kh2', 'Bb8'], ['Qh5', 'Qg7'], ['Kg1', 'Rh8'], ['Qf3', 'Qa1+'], ['Kh2', 'Qf6\n'], ['Kg1', 'Kf8'], ['Re1', 'Bc7'], ['Ra4', 'Qc3'], ['Qe3', 'Rh6'], ['Rc4', 'Qf6'], ['Qd2', 'Kg8'], ['Bc2', 'Rg6\n'], ['Ba4', 'Qe7'], ['Rd1', 'Bxf4'], ['Qxf4', 'Rxg5'], ['Qxh4', 'Qg7'], ['Rc2', 'Rg6'], ['Rcd2', 'b5'], ['axb6', 'Bb7\n'], ['c6', '']]",1-0
BCF-ch,Morecambe,1975.08.04,1,"Speelman, Jonathan S","Kemp, PR.",,,B13,"[['e4', 'c6'], ['d4', 'd5'], ['exd5', 'cxd5'], ['Bd3', 'Nc6'], ['c3', 'Nf6'], ['Bf4', 'Bg4'], ['Qb3', 'Na5'], ['Qc2', 'e6\n'], ['Ne2', 'Bxe2'], ['Qxe2', 'Rc8'], ['Nd2', 'Bd6'], ['Bxd6', 'Qxd6'], ['O-O', 'O-O'], ['f4', 'Nd7'], ['Rae1', 'Rce8\n'], ['Rf3', 'f5'], ['Re3', 'Rf6'], ['Re5', 'g6'], ['Nf3', 'Nf8'], ['Qf2', 'Kg7'], ['Qh4', 'Qc6'], ['R5e3', 'Nc4\n'], ['Bxc4', 'Qxc4'], ['a3', 'Qb3'], ['R1e2', 'Nd7'], ['Ng5', 'Nf8'], ['Rh3', 'h5'], ['Qe1', 'Qb6'], ['Rhe3', 'Qd6\n'], ['Re5', 'b5'], ['h3', 'a6'], ['Qf2', 'Nh7'], ['Qe1', 'Nf8'], ['R2e3', 'Re7'], ['Kh2', 'Kg8'], ['Qe2', 'Kg7\n'], ['Qf3', 'Nh7'], ['Qe2', 'Nf8'], ['Kh1', 'Re8'], ['Qf3', 'Nh7'], ['Rxd5', 'exd5'], ['Rxe8', 'Nxg5'], ['fxg5', 'Re6\n'], ['Rxe6', 'Qxe6'], ['Qf4', 'Qe7'], ['Kg1', 'Qe1+'], ['Kh2', 'Kf7'], ['Qc7+', 'Kf8'], ['Qd6+', 'Kg7'], ['Qf6+', 'Kh7\n'], ['Qf7+', 'Kh8'], ['Qf8+', 'Kh7'], ['Qh6+', 'Kg8'], ['Qxg6+', 'Kh8'], ['Qf6+', 'Kg8'], ['Qe5', '']]",1-0
BCF-ch,Morecambe,1975.08.05,2,"Povah, Nigel E","Speelman, Jonathan S",,,B00,"[['e4', 'b6'], ['d4', 'Bb7'], ['Bd3', 'Nc6'], ['c3', 'e5'], ['d5', 'Nce7'], ['Nh3', 'Ng6'], ['O-O', 'Nf6'], ['Be3', 'h5\n'], ['f3', 'h4'], ['Qd2', 'Nh5'], ['b4', 'a5'], ['f4', 'exf4'], ['Nxf4', 'Ngxf4'], ['Bxf4', 'axb4'], ['cxb4', 'Nxf4\n'], ['Qxf4', 'Qf6'], ['Qxf6', 'gxf6'], ['Nd2', 'Bxb4'], ['Nb3', 'Ra3'], ['Rac1', 'Bd6'], ['Bb1', 'Be5'], ['Rf3', 'Ke7\n'], ['Rh3', 'f5'], ['g3', 'fxe4'], ['Bxe4', 'Kd6'], ['Nd2', 'Bxd5'], ['Rd1', 'Bd4+'], ['Kf1', 'c5'], ['Rxh4', 'Rxh4\n'], ['gxh4', 'Rxa2'], ['h5', 'Rxd2']]",0-1
BCF-ch,Morecambe,1975.08.06,3,"Speelman, Jonathan S","Knox, Victor W",,,C10,"[['d4', 'd5'], ['Nc3', 'Nf6'], ['Bg5', 'e6'], ['e4', 'Be7'], ['Bxf6', 'Bxf6'], ['Nf3', 'Nc6'], ['e5', 'Be7'], ['a3', 'f5\n'], ['h4', 'O-O'], ['Ne2', 'Qe8'], ['Nf4', 'Nd8'], ['c4', 'c6'], ['Rc1', 'Bd7'], ['Rc2', 'Rc8'], ['Rh3', 'c5'], ['cxd5', 'Ba4\n'], ['d6', 'Bxd6'], ['exd6', 'cxd4'], ['Rxc8', 'Bxd1'], ['Kxd1', 'Qd7'], ['Rc4', 'Nc6'], ['Ng5', 'Qxd6'], ['Ngxe6', 'Re8\n'], ['Rc5', 'g6'], ['Rd5', 'Qb8'], ['Rd7', 'b5'], ['Rg7+', 'Kh8'], ['h5', 'g5'], ['Ng6+', 'hxg6'], ['hxg6+', '']]",1-0
BCF-ch,Morecambe,1975.08.07,4,"De Veauce, Louis","Speelman, Jonathan S",,,A04,"[['Nf3', 'c5'], ['d3', 'g6'], ['g3', 'Bg7'], ['Bg2', 'Nc6'], ['O-O', 'Nh6'], ['Nbd2', 'O-O'], ['Nb3', 'Qb6'], ['c3', 'd6\n'], ['d4', 'cxd4'], ['Nfxd4', 'Nf5'], ['Nxc6', 'bxc6'], ['e4', 'Nh6'], ['Be3', 'Qc7'], ['h3', 'f5'], ['Qd2', 'Nf7\n'], ['exf5', 'Bxf5'], ['Qe2', 'Rab8'], ['g4', 'Bd7'], ['Bd4', 'e5'], ['Be3', 'a5'], ['Qc4', 'Kh8'], ['Rfd1', 'Nd8\n'], ['Qa6', 'Nb7'], ['Bb6', 'Qc8'], ['Nxa5', 'Nxa5'], ['Qxc8', 'Bxc8'], ['Bxa5', 'd5'], ['Bb4', 'Rf4'], ['Re1', 'h5\n'], ['gxh5', 'gxh5'], ['Re3', 'Bf6'], ['b3', 'Rb7'], ['Bd6', 'Rf5'], ['Rae1', 'e4'], ['f3', 'Bg5'], ['fxe4', 'Bxe3+\n'], ['Rxe3', 'Rg5'], ['Bf4', 'Rg6'], ['Be5+', 'Kh7'], ['exd5', 'cxd5'], ['Kh2', 'Rf7'], ['Bd4', 'Re6'], ['Rxe6', 'Bxe6\n'], ['a4', 'Rf8'], ['a5', 'Rg8'], ['a6', 'Bc8'], ['a7', 'Bb7'], ['Bh1', 'Ba8'], ['b4', 'Kg6'], ['c4', 'Kf5'], ['b5', 'Re8\n'], ['Bxd5', 'Bxd5'], ['cxd5', 'Ke4'], ['b6', '']]",1-0
BCF-ch,Morecambe,1975.08.08,5,"Speelman, Jonathan S","Webb, Simon",,,D01,"[['d4', 'Nf6'], ['Nc3', 'd5'], ['Bg5', 'Nbd7'], ['e3', 'e6'], ['Bd3', 'c5'], ['Nf3', 'c4'], ['Be2', 'Bb4'], ['O-O', 'Bxc3\n'], ['bxc3', 'Qa5'], ['Nd2', 'Qxc3'], ['Bf4', 'Qa3'], ['Rb1', 'Nb6'], ['e4', 'Nxe4'], ['Nxe4', 'dxe4'], ['Bd2', 'Bd7\n'], ['Bb4', 'Qa6'], ['Qd2', 'Nd5'], ['Bc5', 'f6'], ['Rb3', 'b6'], ['Bb4', 'Qc8'], ['Rg3', 'g6'], ['Ba3', 'Qc7\n'], ['f3', 'e3'], ['Qe1', 'O-O-O'], ['f4', 'Ba4'], ['c3', 'Bc2'], ['Bc1', 'Nxf4'], ['Bxc4', 'Qxc4'], ['Rxf4', 'e5\n'], ['Rxf6', 'exd4'], ['h3', 'Rhf8'], ['Rxf8', 'Rxf8'], ['cxd4', 'e2'], ['Rc3', 'Rf1+'], ['Kh2', 'Rxe1'], ['Rxc4+', 'Kd7\n'], ['Rxc2', 'Rh1+'], ['Kxh1', 'e1=Q+'], ['Kh2', 'Qe4'], ['Rf2', 'Qe1'], ['Rc2', 'Qd1'], ['Rc3', 'Qxd4']]",0-1
BCF-ch,Morecambe,1975.08.09,6,"Penrose, Jonathan","Speelman, Jonathan S",,,B82,"[['e4', 'c5'], ['Nf3', 'Nc6'], ['d4', 'cxd4'], ['Nxd4', 'Nf6'], ['Nc3', 'd6'], ['Bc4', 'Qb6'], ['Nb3', 'e6'], ['O-O', 'Be7\n'], ['Be3', 'Qc7'], ['f4', 'a6'], ['Bd3', 'b5'], ['Qf3', 'Bb7'], ['Rae1', 'Rc8'], ['Kh1', 'g6'], ['Qh3', 'h5'], ['a4', 'b4\n'], ['Nb1', 'Na5'], ['N1d2', 'Nxb3'], ['cxb3', 'd5'], ['Bd4', 'dxe4'], ['Nxe4', 'Bxe4'], ['Bxe4', 'O-O'], ['Bd3', 'Ng4\n'], ['Bxa6', 'Rcd8'], ['Be3', '']]",1/2-1/2
BCF-ch,Morecambe,1975.08.11,7,"Speelman, Jonathan S","Fuller, Maxwell L",,,B30,"[['e4', 'c5'], ['Nf3', 'Nc6'], ['Bb5', 'Qb6'], ['Qe2', 'd6'], ['c3', 'Bg4'], ['Ba4', 'g6'], ['Na3', 'Bg7'], ['Nc4', 'Qc7\n'], ['Ne3', 'Bd7'], ['O-O', 'Nf6'], ['Nd5', 'Nxd5'], ['exd5', 'Ne5'], ['Bxd7+', 'Qxd7'], ['Nxe5', 'dxe5'], ['c4', 'O-O\n'], ['d3', 'e6'], ['dxe6', 'Qxe6'], ['Be3', 'b6'], ['Rad1', 'Rad8'], ['Rd2', 'Rd7'], ['b3', 'Rfd8'], ['Rfd1', 'Qf5\n'], ['f3', 'h5'], ['Qf1', 'Bf6'], ['Qe2', 'Bg5'], ['Kf2', 'Bxe3+'], ['Qxe3', 'Rd4'], ['Kg1', 'f6'], ['Kf2', 'Kg7\n'], ['Ke2', 'g5'], ['Rf1', 'h4'], ['h3', 'Qd7'], ['Re1', 'Qd6'], ['Red1', 'Kg6'], ['Ke1', 'Rd7'], ['Qe4+', 'f5\n'], ['Qe3', 'Kf6'], ['Ke2', 'a6'], ['a4', 'Kg6'], ['Ke1', 'Rd8'], ['Ke2', 'Rd7'], ['Ke1', 'Rf4'], ['Rf2', 'Kf6\n'], ['Rfd2', 'Rg7'], ['Rf2', 'Rg8'], ['Ra1', 'Rd4'], ['Rd2', 'a5'], ['Rad1', 'Rd8'], ['Ke2', 'Rf4'], ['Ke1', 'Rd7\n'], ['Ke2', 'Rg7'], ['Rf1', 'Ke7'], ['Kd1', 'Kd8'], ['Re1', 'Re7'], ['Kc2', 'Kc8'], ['Rde2', 'Kb7'], ['Qd2', 'Ka6\n'], ['Qe3', 'Qf6'], ['Rd2', 'Rd4'], ['Ree2', 'Qg6'], ['Kc3', 'g4'], ['fxg4', 'fxg4'], ['hxg4', 'Rxg4'], ['Kb2', 'Rf4\n'], ['Ka2', 'Qf6'], ['Rf2', 'Rd7'], ['Rfe2', 'Re7'], ['Rf2', 'Rg7'], ['Rfe2', 'Rg5'], ['Qh3', 'Qd6'], ['Rf2', 'Rg3\n'], ['Qc8+', 'Ka7'], ['Rde2', 'Re3']]",1/2-1/2
