Staffordshire op,Staffordshire,1975.??.??,5,"Short, Nigel D","Evans, JS.",,,B02,"[['e4', 'd5'], ['exd5', 'Nf6'], ['Nc3', 'Nxd5'], ['Nxd5', 'Qxd5'], ['d4', 'Nc6'], ['Be3', 'e5'], ['dxe5', 'Qxe5'], ['c3', 'Bd6\n'], ['Nf3', 'Bg4'], ['Nxe5', 'Bxd1'], ['Nxc6', 'Ba4'], ['Nd4', 'Bd7'], ['Nb5', 'Be5'], ['f4', 'a6'], ['Nd4', 'Bd6\n'], ['O-O-O', 'O-O'], ['Bd3', 'Rae8'], ['Rhe1', 'Bg4'], ['Be2', 'Rxe3'], ['Bxg4', 'Rxe1'], ['Rxe1', 'Bxf4+\n'], ['Kc2', 'Bxh2'], ['Bf3', 'c5'], ['Nf5', 'b6'], ['Ne7+', 'Kh8'], ['Nd5', 'b5'], ['Re7', 'f5'], ['Ra7', 'g5\n'], ['Rxa6', 'g4'], ['Be2', 'Rd8'], ['Rh6', 'Bg1'], ['Rh1', 'Bf2'], ['Rd1', 'c4'], ['b3', 'Ra8'], ['Kb2', 'Re8\n'], ['Bf1', 'Re4'], ['bxc4', 'bxc4'], ['Nf6', 'Re6'], ['Nh5', 'Rb6+'], ['Kc2', 'h6'], ['Bxc4', 'Kh7'], ['Nf4', 'Kg7\n'], ['Rd7+', 'Kh8'], ['a4', 'Rc6'], ['Bd5', 'Rf6'], ['Kb3', 'Be3'], ['Rd8+', 'Kh7'], ['Bg8+', 'Kh8'], ['Nh5', 'Bb6\n'], ['Rc8', 'Rd6'], ['Be6+', 'Bd8'], ['Bxf5', 'Kg8'], ['Nf6+', 'Kf7'], ['Nxg4', 'Bb6'], ['Kb4', 'h5'], ['Nh2', 'Rd2\n'], ['Be4', 'Rb2+'], ['Kc4', 'Ke7'], ['Rh8', 'Ra2'], ['Kb3', 'Re2'], ['Bf3', 'Re3'], ['Nf1', 'Re1'], ['Nd2', 'Bc7\n'], ['Rxh5', 'Bf4'], ['Ne4', 'Rb1+'], ['Ka2', 'Rb8'], ['a5', 'Bc1'], ['g4', 'Rb2+'], ['Ka1', 'Rb3'], ['Bd1', 'Ra3+\n'], ['Kb1', 'Be3'], ['Kb2', '']]",1-0
Linares,Linares,1989.??.??,?,"Timman, Jan H","Short, Nigel D",,,C08,"[['e4', 'e6'], ['d4', 'd5'], ['Nd2', 'c5'], ['exd5', 'exd5'], ['Bb5+', 'Bd7'], ['Qe2+', 'Be7'], ['dxc5', 'Nf6'], ['Ngf3', 'O-O\n'], ['O-O', 'Re8'], ['Nb3', 'Bxc5'], ['Qd3', 'Bb6'], ['Bg5', 'Nc6'], ['a4', 'h6'], ['Bh4', 'a6'], ['Bxc6', 'bxc6\n'], ['a5', 'Ba7'], ['Rae1', 'g5'], ['Rxe8+', 'Bxe8'], ['Bg3', 'Ne4'], ['Nfd2', 'Nxg3'], ['Qxg3', 'Bd7'], ['Qd6', 'Kg7\n'], ['Nf3', 'Be8'], ['Qb4', 'Rb8'], ['Qc3+', 'Qf6'], ['Nfd4', 'Bd7'], ['Nc5', 'Re8'], ['b4', 'Bc8'], ['Qd3', 'h5\n'], ['c3', 'h4'], ['f4', 'gxf4'], ['Qd2', 'Bb8'], ['Ne2', 'Rxe2'], ['Qxe2', 'Qxc3'], ['Qh5', 'Qf6'], ['Re1', 'Bd6\n'], ['Re8', 'Qa1+'], ['Kf2', 'Qd4+'], ['Kf1', 'Qa1+'], ['Kf2', 'Qd4+'], ['Kf1', '']]",1/2-1/2
Linares,Linares,1989.??.??,?,"Beliavsky, Alexander G","Short, Nigel D",,,A93,"[['d4', 'e6'], ['c4', 'f5'], ['g3', 'Nf6'], ['Bg2', 'd5'], ['Nf3', 'Be7'], ['O-O', 'O-O'], ['b3', 'Nc6'], ['Ba3', 'Bxa3\n'], ['Nxa3', 'Bd7'], ['Nc2', 'Be8'], ['Ne5', 'a5'], ['Qd3', 'Ra6'], ['Rfd1', 'Bg6'], ['f4', 'Ne4'], ['a3', 'Bh5\n'], ['Ne3', 'Nxe5'], ['dxe5', 'c6'], ['g4', 'Bxg4'], ['Nxg4', 'Qh4'], ['Ne3', 'Qxf4'], ['Bxe4', 'fxe4'], ['Qc3', 'Qf2+\n'], ['Kh1', 'Qxe2'], ['Rd2', 'Qh5'], ['Rg1', 'Raa8'], ['Rdg2', 'Qf3'], ['cxd5', 'cxd5'], ['Qc7', 'Rf7'], ['Qb6', 'Re8\n'], ['Nc2', 'Qf4'], ['Qd6', 'Rfe7'], ['Nd4', 'h5'], ['Nb5', 'h4'], ['h3', 'Qf3'], ['Kh2', 'Qf4+']]",1/2-1/2
Linares,Linares,1989.??.??,?,"Short, Nigel D","Ljubojevic, Ljubomir",,,C83,"[['e4', 'e5'], ['Nf3', 'Nc6'], ['Bb5', 'a6'], ['Ba4', 'Nf6'], ['O-O', 'Nxe4'], ['d4', 'b5'], ['Bb3', 'd5'], ['dxe5', 'Be6\n'], ['Be3', 'Be7'], ['c3', 'Qd7'], ['Nbd2', 'Rd8'], ['h3', 'Nxd2'], ['Qxd2', 'Na5'], ['Bg5', 'c5'], ['Rfe1', 'Nc6\n'], ['Rad1', 'h6'], ['Bxe7', 'Qxe7'], ['Bc2', 'O-O'], ['Qd3', 'g6'], ['Qe3', 'Kg7'], ['a3', 'a5'], ['Qf4', 'Rd7\n'], ['Rd2', 'a4'], ['h4', 'f5'], ['exf6+', 'Rxf6'], ['Qg3', 'Qd6'], ['Ne5', 'Nxe5'], ['Rxe5', 'Bf5'], ['Rdxd5', 'Qxd5\n'], ['Rxd5', 'Rxd5'], ['c4', 'bxc4'], ['Bxa4', 'h5'], ['Bb5', 'Be6'], ['f3', 'Rff5'], ['Bc6', 'Rd1+'], ['Kh2', 'Bd5\n'], ['Qc7+', 'Kh6'], ['Qd8', 'Kg7'], ['a4', 'Rd4'], ['Qe7+', 'Kh6'], ['Be8', 'Rdf4'], ['Kg3', 'Bxf3'], ['Qe3', 'Bxg2\n'], ['Qxf4+', 'Rxf4'], ['Kxf4', 'Kg7'], ['Kg5', 'Be4'], ['a5', 'Bd3'], ['Bc6', 'Kf7'], ['Bb7', '']]",1-0
Linares,Linares,1989.??.??,?,"Sokolov, Andrei","Short, Nigel D",,,C08,"[['e4', 'e6'], ['d4', 'd5'], ['Nd2', 'c5'], ['exd5', 'exd5'], ['Ngf3', 'Nf6'], ['Bb5+', 'Bd7'], ['Bxd7+', 'Nbxd7\n'], ['O-O', 'Be7'], ['dxc5', 'Nxc5'], ['Nd4', 'O-O'], ['Nf5', 'Re8'], ['Nb3', 'Ne6'], ['Nxe7+', 'Qxe7'], ['Be3', 'a6\n'], ['Re1', 'Rad8'], ['c3', 'Qc7'], ['f3', 'Nh5'], ['Qd2', 'g6'], ['Nd4', 'Nhg7'], ['Bf2', 'Nxd4'], ['Qxd4', 'Qc4\n'], ['Qb6', 'Qc6'], ['Qb4', 'Re6'], ['Rxe6', 'Nxe6'], ['Re1', 'Rd7'], ['Qh4', 'Kg7'], ['f4', 'd4'], ['f5', 'gxf5\n'], ['Qg3+', 'Kf8'], ['Qe5', 'Kg8'], ['Qg3+', 'Kf8'], ['Qe5', 'Kg8'], ['cxd4', 'f4'], ['h4', 'Rd5'], ['Qf6', 'Qd6\n'], ['Rc1', 'Qd8'], ['Qxd8+', 'Rxd8'], ['Rd1', 'Rd5'], ['Kf1', 'Kg7']]",1/2-1/2
Linares,Linares,1989.??.??,?,"Short, Nigel D","Karpov, Anatoly",,,C90,"[['e4', 'e5'], ['Nf3', 'Nc6'], ['Bb5', 'a6'], ['Ba4', 'Nf6'], ['O-O', 'Be7'], ['Re1', 'b5'], ['Bb3', 'd6'], ['c3', 'Bg4\n'], ['d3', 'O-O'], ['Nbd2', 'Na5'], ['Bc2', 'c5'], ['Nf1', 'Ne8'], ['Ne3', 'Bh5'], ['g4', 'Bg6'], ['d4', 'exd4\n'], ['cxd4', 'h5'], ['dxc5', 'dxc5'], ['Ne5', 'Qxd1'], ['Rxd1', 'hxg4'], ['Bd2', 'Nb7'], ['Nxg6', 'fxg6\n'], ['e5', 'Kh7'], ['Nd5', 'Bd8'], ['Nf4', 'Rf5'], ['Bxf5', 'gxf5'], ['Be3', 'Bc7'], ['Rd5', 'Na5'], ['Bxc5', 'Nc4\n'], ['Nd3', 'Nd2'], ['Kg2', 'Ne4'], ['Rc1', 'Bd8'], ['Be3', 'Nc7'], ['Rd7', 'Ne6'], ['Nf4', 'Nf8'], ['Rb7', 'Bg5\n'], ['Rcc7', 'Bxf4'], ['Rxg7+', 'Kh8'], ['Bxf4', 'Ne6'], ['Rh7+', 'Kg8'], ['Bh6', 'f4'], ['Rhe7', 'f3+'], ['Kf1', 'N4c5\n'], ['Rb6', 'Rd8'], ['Rd6', '']]",1-0
Linares,Linares,1989.??.??,?,"Short, Nigel D","Jussupow, Artur",,,C26,"[['e4', 'e5'], ['Nc3', 'Nf6'], ['g3', 'Bc5'], ['Bg2', 'Nc6'], ['d3', 'a6'], ['Nge2', 'd6'], ['h3', 'Be6'], ['f4', 'h6'], ['Bd2', 'Qe7\n'], ['Nd5', 'Bxd5'], ['exd5', 'Nd4'], ['c3', 'Nf5'], ['fxe5', 'dxe5'], ['Rf1', 'Ne3'], ['Bxe3', 'Bxe3'], ['Be4', 'O-O-O\n'], ['Rf3', 'Bb6'], ['Qb3', 'g6'], ['O-O-O', 'Ne8'], ['g4', 'h5'], ['Kb1', 'hxg4'], ['hxg4', 'Rh2'], ['Nc1', 'Nd6\n'], ['Rff1', 'Qg5'], ['Bf3', 'Rdh8'], ['Rde1', 'R8h3'], ['d4', 'exd4'], ['c4', 'Rd2'], ['Nd3', 'Rhh2'], ['Ka1', 'Rc2\n'], ['Rh1', 'Rxh1'], ['Rxh1', 'Rxc4'], ['Rh8+', 'Kd7'], ['Qd1', 'Qe3'], ['a3', 'Ba5'], ['g5', 'Bd2'], ['Bg4+', 'Ke7\n'], ['Rh2', 'Ne4'], ['Qf1', 'Qxg5'], ['Bc8', 'Qxd5'], ['Qf3', '']]",0-1
Linares,Linares,1989.??.??,?,"Short, Nigel D","Ivanchuk, Vassily",,,C61,"[['e4', 'e5'], ['Nf3', 'Nc6'], ['Bb5', 'Nd4'], ['Nxd4', 'exd4'], ['Bc4', 'Nf6'], ['Qe2', 'Bc5'], ['e5', 'O-O'], ['O-O', 'd5\n'], ['exf6', 'dxc4'], ['Qh5', 'b6'], ['fxg7', 'Re8'], ['d3', 'cxd3'], ['cxd3', 'Ba6'], ['Qf3', 'Qe7'], ['Bf4', 'Qe2\n'], ['Nd2', 'Qxf3'], ['Nxf3', 'Bxd3'], ['Rfe1', 'Be2'], ['Bxc7', 'd3'], ['a3', 'a5'], ['Bf4', 'Re4'], ['Bd2', 'Rae8\n'], ['Bc3', 'a4'], ['Ng5', 'Rc4'], ['Rad1', 'Rc8'], ['Ra1', 'Rd8'], ['Nf3', 'Rxc3'], ['bxc3', 'd2'], ['Rxe2', 'd1=Q+\n'], ['Rxd1', 'Rxd1+'], ['Ne1', 'Rc1'], ['Re4', 'f5'], ['Re8+', 'Kxg7'], ['Kf1', 'Rxc3'], ['Ke2', 'Rxa3'], ['Nd3', 'Ra2+\n'], ['Kf3', 'Ra3'], ['Rd8', 'Rc3'], ['Kf4', 'a3'], ['Rd7+', 'Kf8'], ['Ne5', 'a2'], ['Kxf5', 'a1=Q'], ['Rd8+', 'Kg7\n'], ['Rd7+', 'Kg8']]",0-1
Linares,Linares,1989.??.??,?,"Short, Nigel D","Gulko, Boris F",,,C64,"[['e4', 'e5'], ['Nf3', 'Nc6'], ['Bb5', 'Bc5'], ['c3', 'Nf6'], ['d4', 'Bb6'], ['Nxe5', 'Nxe5'], ['dxe5', 'Nxe4'], ['Qg4', 'Bxf2+\n'], ['Ke2', 'Qh4'], ['Qxg7', 'Rf8'], ['Nd2', 'Nxd2'], ['Bxd2', 'Bc5'], ['Rhf1', 'c6'], ['Bd3', 'd6'], ['Bh6', 'Bg4+\n'], ['Kd2', 'O-O-O'], ['Rf4', 'Rg8'], ['Qf6', 'Qxf6'], ['exf6', 'Bh5'], ['Bg7', 'Rge8'], ['Re4', 'd5'], ['Rxe8', 'Rxe8\n'], ['Bf5+', 'Kd8'], ['g4', 'Bg6'], ['Rf1', 'Be3+'], ['Kd3', 'Bg5'], ['Rf3', 'Re4'], ['Bxg6', 'hxg6'], ['Rh3', 'Kd7\n'], ['Rh8', 'Re3+'], ['Kd4', 'Re4+'], ['Kd3', 'Re3+'], ['Kd4', 'Rf3'], ['h4', 'Bxf6+'], ['Bxf6', 'Rxf6'], ['Ke3', 'c5\n'], ['h5', 'gxh5'], ['gxh5', 'Re6+'], ['Kd3', 'Re5'], ['b4', 'b6'], ['a4', 'cxb4'], ['cxb4', 'Re4'], ['h6', 'Rxb4\n'], ['Rf8', 'Rh4'], ['Rxf7+', 'Kc6'], ['Rxa7', 'Rxh6'], ['a5', 'Rh3+'], ['Kc2', 'b5'], ['Ra8', 'Kc5'], ['a6', 'Kb4\n'], ['Rd8', 'Rh2+'], ['Kd3', 'Ra2'], ['Rxd5', 'Rxa6'], ['Kc2', '']]",1/2-1/2
Linares,Linares,1989.??.??,?,"Portisch, Lajos","Short, Nigel D",,,A95,"[['d4', 'e6'], ['c4', 'f5'], ['g3', 'Nf6'], ['Bg2', 'd5'], ['Nf3', 'Be7'], ['O-O', 'O-O'], ['Nc3', 'c6'], ['Bg5', 'h6'], ['Bxf6', 'Bxf6\n'], ['Qd3', 'Bd7'], ['Rac1', 'Na6'], ['a3', 'Nc7'], ['Rfd1', 'Qe7'], ['e3', 'Rad8'], ['Ne2', 'Be8'], ['Qb3', 'Na8\n'], ['Nf4', 'Nb6'], ['c5', 'Nc8'], ['Ne5', 'Bxe5'], ['dxe5', 'g5'], ['Ne2', 'Rd7'], ['Nd4', 'g4'], ['Qc3', 'Bf7\n'], ['Ne2', 'Qg5'], ['Nf4', 'Ne7'], ['e4', 'fxe4'], ['Bxe4', 'Kh8'], ['Bb1', 'Bg8'], ['Qd4', 'Nf5'], ['Bxf5', 'Rxf5\n'], ['Rf1', 'Rg7'], ['Rce1', 'Qe7'], ['Ng2', 'Rf8'], ['Re3', 'Bh7'], ['f3', 'h5'], ['Nf4', 'Rg5'], ['Rf2', 'Rfg8\n'], ['Kf1', 'Bf5'], ['Ke1', 'Qh7'], ['Kd2', 'h4'], ['gxh4', 'Qxh4'], ['Rb3', 'Qh7'], ['Re3', 'R8g7'], ['Kc3', 'Kg8\n'], ['Kb3', 'b5'], ['fxg4', 'Rxg4'], ['Ref3', 'a5'], ['Qd2', 'a4+'], ['Ka2', 'Bb1+'], ['Ka1', 'Rg1'], ['Rf1', 'Be4\n'], ['Rf2', 'Qxh2'], ['Qe1', 'Rxf1'], ['Rxf1', 'Qh6'], ['Ne2', 'Bd3'], ['Rh1', 'Qg5'], ['Nd4', 'Qg4'], ['Nxc6', 'Be4\n'], ['Rf1', 'd4'], ['Nb4', 'd3'], ['c6', 'Qe2'], ['Ka2', 'Qxe1'], ['Rxe1', 'Bf3'], ['Nxd3', 'Bxc6'], ['Nb4', '']]",1/2-1/2
Linares,Linares,1989.??.??,?,"Hjartarson, Johann","Short, Nigel D",,,C09,"[['e4', 'e6'], ['d4', 'd5'], ['Nd2', 'c5'], ['exd5', 'exd5'], ['Ngf3', 'Nc6'], ['Bb5', 'Bd6'], ['dxc5', 'Bxc5'], ['O-O', 'Ne7\n'], ['Nb3', 'Bd6'], ['Re1', 'O-O'], ['Bg5', 'Bg4'], ['Be2', 'Re8'], ['c3', 'h6'], ['Bh4', 'Qb6'], ['Bxe7', 'Rxe7\n'], ['h3', 'Be6'], ['Bf1', 'Rd8'], ['Nfd4', 'Bc8'], ['Qc2', 'g6'], ['Rxe7', 'Bxe7'], ['Re1', 'Bf6'], ['Nf3', 'Kg7\n'], ['Qd2', 'Bf5'], ['g3', 'Be4'], ['Bg2', 'Bxf3'], ['Bxf3', 'a5'], ['Qf4', 'd4'], ['Bxc6', 'bxc6'], ['Nxd4', 'Qxb2\n'], ['Nxc6', 'Rc8'], ['Ne5', 'Qxc3'], ['Re3', 'Qa1+'], ['Kh2', 'Rc5'], ['Nd3', 'Rh5'], ['g4', 'Rb5'], ['Re8', 'Rd5\n'], ['Qf3', 'Qxa2'], ['Nf4', 'Re5'], ['Ra8', 'Qc4'], ['Kg2', 'Bg5'], ['Nd3', 'Rd5'], ['Nb2', 'Qd4'], ['Qa3', 'Qe4+\n'], ['Qf3', 'Qd4'], ['Qa3', 'Rd8'], ['Rxd8', 'Bxd8'], ['Na4', 'Bh4']]",0-1
WchT,Luzern,1989.??.??,?,"Timman, Jan H","Short, Nigel D",,,D58,"[['d4', 'Nf6'], ['c4', 'e6'], ['Nf3', 'd5'], ['Nc3', 'Be7'], ['Bg5', 'h6'], ['Bh4', 'O-O'], ['e3', 'b6'], ['Be2', 'Bb7\n'], ['Bxf6', 'Bxf6'], ['cxd5', 'exd5'], ['O-O', 'Nc6'], ['Rc1', 'Re8'], ['Ne1', 'a5'], ['a3', 'Ne7'], ['Nd3', 'Nf5\n'], ['Bf3', 'Nh4'], ['Bg4', 'c5'], ['g3', 'Ng6'], ['dxc5', 'd4'], ['exd4', 'Bxd4'], ['Nb5', 'bxc5'], ['Nxd4', 'cxd4\n'], ['Rc5', 'Ba6'], ['Bf5', 'Qb6'], ['b4', 'axb4'], ['axb4', 'Rad8'], ['Qa4', 'Bxd3'], ['Bxd3', 'Ne5'], ['Be4', 'Qf6\n'], ['Rd5', 'Nc4'], ['Rxd8', 'Rxd8'], ['Qc2', 'Ne5']]",1/2-1/2
WchT,Luzern,1989.??.??,?,"Short, Nigel D","Seirawan, Yasser",,,B07,"[['e4', 'd6'], ['d4', 'g6'], ['Be3', 'Bg7'], ['Nc3', 'a6'], ['h4', 'Nf6'], ['f3', 'b5'], ['g4', 'h5'], ['e5', 'Nfd7'], ['gxh5', 'Rxh5\n'], ['e6', 'fxe6'], ['Bd3', 'Nf8'], ['f4', 'Rh8'], ['Qg4', 'Bb7'], ['Rh3', 'Bf6'], ['O-O-O', 'b4'], ['Ne4', 'Bd5\n'], ['Nf3', 'Nc6'], ['Ne5', 'dxe5'], ['fxe5', 'Bxe5'], ['Nc5', 'Qc8'], ['Bxg6+', 'Kd8'], ['dxe5', 'Nxe5\n'], ['Nxe6+', 'Qxe6'], ['Qxe6', 'Nxe6'], ['Rxd5+', 'Nd7'], ['Bf5', 'Nf8'], ['Bg5', 'c6'], ['Rd1', 'Ke8'], ['Re3', 'e5\n'], ['Rd6', 'c5'], ['Rf3', 'Ra7'], ['Re6+', 'Kf7'], ['Re7+', 'Kg8'], ['Rg3', '']]",1-0
WchT,Luzern,1989.??.??,?,"Short, Nigel D","Sax, Gyula",,,B81,"[['e4', 'c5'], ['Nf3', 'e6'], ['d4', 'cxd4'], ['Nxd4', 'Nf6'], ['Nc3', 'd6'], ['g4', 'h6'], ['h4', 'Nc6'], ['Rg1', 'h5\n'], ['gxh5', 'Nxh5'], ['Bg5', 'Nf6'], ['Be2', 'a6'], ['Qd2', 'Qb6'], ['Nb3', 'Qc7'], ['f4', 'Nh7'], ['O-O-O', 'Bd7\n'], ['Bg4', 'g6'], ['Kb1', 'Nxg5'], ['hxg5', 'O-O-O'], ['Ne2', 'Kb8']]",1/2-1/2
WchT,Luzern,1989.??.??,?,"Short, Nigel D","Hamdouchi, Hichem",,,B38,"[['e4', 'c5'], ['Nf3', 'g6'], ['c4', 'Bg7'], ['d4', 'cxd4'], ['Nxd4', 'Nc6'], ['Be3', 'Nf6'], ['Nc3', 'O-O'], ['Be2', 'd6\n'], ['O-O', 'Bd7'], ['Nb3', 'Na5'], ['Nd2', 'a6'], ['Rc1', 'Nc6'], ['a3', 'e5'], ['Nb3', 'Be6'], ['Qd2', 'b5'], ['cxb5', 'axb5\n'], ['Bxb5', 'Na7'], ['Ba4', 'Nc8'], ['Bc6', 'Rb8'], ['Na1', 'Ne7'], ['Ba4', 'd5'], ['exd5', 'Nexd5'], ['Nxd5', 'Nxd5\n'], ['b4', 'Nf4'], ['Bxf4', 'exf4'], ['Qxf4', 'Ra8'], ['Bc6', 'Rxa3'], ['Nc2', 'Rd3'], ['b5', 'Qb6'], ['Rfd1', 'Rfd8\n'], ['Rxd3', 'Rxd3'], ['g3', 'Rc3'], ['Ne1', 'Bc4'], ['Rd1', 'h6'], ['Rd7', 'Be6'], ['Rd6', 'Qa5'], ['Kg2', 'Rc4\n'], ['Qe3', 'Kh7'], ['Nf3', 'Rc3'], ['Qe2', 'Qc7'], ['Rxe6', 'fxe6'], ['Qxe6', 'Qd8'], ['Be4', 'Qf6'], ['Qd5', 'Bf8\n'], ['Ne5', 'Bc5'], ['Qd7+', 'Qe7'], ['Qc6', 'Qd6'], ['Qe8', 'Qf6'], ['Qd7+', 'Qe7'], ['Qd5', 'Qf6'], ['f4', 'Kg7\n'], ['Nxg6', 'Qd4'], ['Qb7+', 'Kf6'], ['Ne5', 'Be7'], ['Ng4+', 'Ke6']]",1-0
WchT,Luzern,1989.??.??,?,Ye Jiangchuan,"Short, Nigel D",,,C05,"[['e4', 'e6'], ['d4', 'd5'], ['Nd2', 'Nf6'], ['e5', 'Nfd7'], ['f4', 'c5'], ['c3', 'Nc6'], ['Ndf3', 'f5'], ['Bd3', 'cxd4\n'], ['cxd4', 'Be7'], ['Ne2', 'Nb6'], ['h3', 'O-O'], ['g4', 'a5'], ['a4', 'Nb4'], ['Bb1', 'Bd7'], ['Kf2', 'Rc8\n'], ['Rg1', 'Kh8'], ['Kg2', 'Be8'], ['Kh2', 'Bg6'], ['Nc3', 'Qe8'], ['Ne1', 'Qf7'], ['Rg2', 'fxg4'], ['Bxg6', 'Qxg6\n'], ['hxg4', 'Qh6+'], ['Kg1', 'g5'], ['Rh2', 'Qg6'], ['Ne2', 'Rf7'], ['Ra3', 'Rcf8'], ['Rah3', 'gxf4'], ['Nxf4', 'Qb1\n'], ['Nc2', 'Kg8'], ['Na3', 'Qa1'], ['Nc2', 'Qxa4'], ['b3', 'Qc6'], ['Nxb4', 'axb4'], ['g5', 'Bxg5'], ['Rg2', 'h6\n'], ['Rxh6', 'Rg7'], ['Ng6', 'Bxh6'], ['Ne7+', 'Kf7'], ['Nxc6', 'Rxg2+'], ['Kxg2', 'Rg8+'], ['Kf2', 'Bxc1\n'], ['Qh5+', 'Kg7'], ['Ne7', 'Rf8+'], ['Ke2', 'Rf7'], ['Qg4+', 'Kf8'], ['Ng6+', '']]",1-0
WchT,Luzern,1989.??.??,?,"Ljubojevic, Ljubomir","Short, Nigel D",,,D58,"[['c4', 'e6'], ['Nc3', 'd5'], ['d4', 'Nf6'], ['Bg5', 'Be7'], ['e3', 'h6'], ['Bh4', 'O-O'], ['Nf3', 'b6'], ['Rc1', 'Bb7\n'], ['Bxf6', 'Bxf6'], ['cxd5', 'exd5'], ['Bd3', 'c5'], ['O-O', 'cxd4'], ['exd4', 'Nc6'], ['Bb1', 'Re8'], ['Qd3', 'g6\n'], ['a3', 'Na5'], ['Ba2', 'Kg7'], ['b4', 'Nc4'], ['Nxd5', 'Bxd5'], ['Bxc4', 'Be4'], ['Qb3', 'Re7'], ['Ba6', '']]",1/2-1/2
WchT,Luzern,1989.??.??,?,"Kortschnoj, Viktor","Short, Nigel D",,,E06,"[['c4', 'e6'], ['g3', 'd5'], ['Bg2', 'Nf6'], ['Nf3', 'Be7'], ['d4', 'O-O'], ['Qc2', 'c5'], ['dxc5', 'Qa5+'], ['Nc3', 'dxc4\n'], ['Nd2', 'Qxc5'], ['Na4', 'Qa5'], ['Qxc4', 'Bd7'], ['Nc3', 'Rc8'], ['Nb3', 'Qh5'], ['Qf4', 'Bc6'], ['O-O', 'h6\n'], ['e4', 'Nbd7'], ['f3', 'a5'], ['g4', 'Qe5'], ['Qg3', 'Qxg3'], ['hxg3', 'Ne5'], ['Rd1', 'b5'], ['Nd4', 'Bc5\n'], ['Kf1', 'Bxd4'], ['Rxd4', 'b4'], ['Nd1', 'Bb5+'], ['Kg1', 'Rc2'], ['Bf4', 'Nd3'], ['Bf1', 'Ne1']]",0-1
WchT,Luzern,1989.??.??,?,"Karpov, Anatoly","Short, Nigel D",,,D36,"[['d4', 'Nf6'], ['c4', 'e6'], ['Nc3', 'd5'], ['cxd5', 'exd5'], ['Bg5', 'Be7'], ['e3', 'c6'], ['Bd3', 'Nbd7'], ['Nf3', 'O-O\n'], ['Qc2', 'Re8'], ['O-O', 'Nf8'], ['h3', 'g6'], ['Bh6', 'Nh5'], ['Rab1', 'Ng7'], ['b4', 'a6'], ['Bxg7', 'Kxg7\n'], ['Na4', 'Bd6'], ['Nc5', 'Qf6'], ['Rfc1', 'Ne6'], ['Qd1', 'h6'], ['a4', 'Re7'], ['Bf1', 'Ng5'], ['Nxg5', 'Qxg5\n'], ['Qf3', 'h5'], ['e4', 'Bg4'], ['Qd3', 'dxe4'], ['Nxe4', 'Rxe4'], ['Qxe4', 'Bf5'], ['Qf3', 'Bxb1'], ['Rxb1', 'h4\n'], ['Bc4', 'Rf8'], ['b5', 'cxb5'], ['axb5', 'a5'], ['b6', 'a4'], ['Qxb7', 'Qf4'], ['Kf1', 'Qxd4'], ['Qd5', 'Qf6\n'], ['Rd1', 'Be5'], ['Qc5', 'a3'], ['b7', 'Qf4'], ['Bb3', 'Qh2'], ['Rd7', 'Bf6'], ['Qc7', 'Qxc7'], ['Rxc7', 'Be5\n'], ['Rc8', 'g5'], ['Ke2', 'f5'], ['Kd3', 'g4'], ['f3', 'gxh3'], ['gxh3', 'Bf4'], ['Kd4', 'Bd6'], ['Kd5', 'Bg3\n'], ['Kc5', 'Be5'], ['Ba2', 'Bf4'], ['Kb5', 'Bg3'], ['Ka4', 'Bd6'], ['Bc4', 'Rf6'], ['Kb3', 'Rg6'], ['b8=Q', 'Bxb8\n'], ['Rxb8', 'Rg3'], ['Rg8+', 'Kf6'], ['Rxg3', 'hxg3'], ['Bf1', 'Kg5'], ['Bg2', 'Kf4'], ['h4', 'Ke3'], ['h5', 'Kf2\n'], ['Bh3', 'Kxf3'], ['Bg2+', '']]",1-0
World Cup,Rotterdam,1989.??.??,?,"Nogueiras, Jesus","Short, Nigel D",,,A40,"[['d4', 'e6'], ['c4', 'Bb4+'], ['Bd2', 'a5'], ['g3', 'd5'], ['Nf3', 'Nc6'], ['a3', 'Bxd2+'], ['Nbxd2', 'Qf6'], ['e3', 'Nge7\n'], ['Bg2', 'O-O'], ['O-O', 'a4'], ['Qc2', 'Bd7'], ['Rfe1', 'Nf5'], ['Qc3', 'Rfd8'], ['Rac1', 'Rac8'], ['h4', 'g6\n'], ['Ng5', 'Be8'], ['Rcd1', 'Qg7'], ['Ngf3', 'h5'], ['Rc1', 'b6'], ['cxd5', 'exd5'], ['Rc2', 'Ncxd4']]",1-0
