Sopron,Sopron,1934.??.??,?,"Szabo, Laszlo","Gereben, Erno",,,A95,"[['Nf3', 'e6'], ['c4', 'f5'], ['g3', 'Nf6'], ['Bg2', 'Be7'], ['O-O', 'O-O'], ['d4', 'd5'], ['Nc3', 'c6'], ['b3', 'Ne4'], ['Nxe4', 'fxe4\n'], ['Ne5', 'Nd7'], ['Nxd7', 'Bxd7'], ['f3', 'exf3'], ['Bxf3', 'Bf6'], ['Bb2', 'Be8'], ['e4', 'Bg6'], ['Re1', 'dxc4\n'], ['e5', 'Bg5'], ['bxc4', 'Qa5'], ['Be4', 'Bxe4'], ['Rxe4', 'Rf5'], ['Bc1', 'Bxc1'], ['Qxc1', 'Raf8'], ['Rf4', 'Qd8\n'], ['Qe3', 'Rxf4'], ['gxf4', 'Qh4'], ['Rf1', 'Qg4+'], ['Qg3', 'Qe2'], ['d5', 'Qxc4'], ['d6', 'Qd4+'], ['Kg2', 'Qd5+\n'], ['Kg1', 'Qxa2'], ['Rd1', 'Qe2'], ['Rd3', 'Rxf4'], ['Qxf4', 'Qxd3'], ['Qg5', 'Qd1+'], ['Kf2', 'Qd4+']]",1/2-1/2
EU-chT,Oberhausen,1961.??.??,4,"Botvinnik, Mikhail","Szabo, Laszlo",,,A36,"[['c4', 'c5'], ['g3', 'g6'], ['Bg2', 'Bg7'], ['Nc3', 'Nc6'], ['e4', 'd6'], ['Nge2', 'h5'], ['h3', 'e5'], ['d3', 'Be6'], ['a3', 'Qd7\n'], ['Rb1', 'Rc8'], ['b4', 'b6'], ['b5', 'Nd4'], ['Nxd4', 'cxd4'], ['Na2', 'Ne7'], ['Nb4', 'O-O'], ['Bg5', 'f6\n'], ['Bd2', 'f5'], ['Bg5', 'Bf6'], ['exf5', 'Bxf5'], ['Bh6', 'Bg7'], ['Bg5', 'Bf6'], ['Bh6', 'Bg7'], ['Bxg7', 'Kxg7\n'], ['Rc1', 'Be6'], ['Qe2', 'Rf6'], ['Rc2', 'Rf7'], ['Qe4', 'Bf5'], ['Qe2', 'Be6'], ['Qd2', 'Rf6'], ['a4', 'Rcf8\n'], ['Qc1', 'R6f7'], ['Nd5', 'Rc8'], ['Nb4', 'Rcf8'], ['Qb2', 'h4'], ['g4', 'g5'], ['Qc1', 'Kh6'], ['Be4', 'Ng6\n'], ['Nd5', 'Nf4'], ['Rh2', 'Rc8'], ['Nxf4', 'Rxf4'], ['f3', 'Bf7']]",1/2-1/2
EU-chT,Oberhausen,1961.??.??,5,"Szabo, Laszlo","Gligoric, Svetozar",,,C71,"[['e4', 'e5'], ['Nf3', 'Nc6'], ['Bb5', 'a6'], ['Ba4', 'd6'], ['d4', 'b5'], ['Bb3', 'Nxd4'], ['Nxd4', 'exd4'], ['c3', 'dxc3\n'], ['Qh5', 'Qd7'], ['Nxc3', 'Nf6'], ['Qe2', 'Be7'], ['O-O', 'O-O'], ['Rd1', 'Qe8'], ['Bf4', 'Bg4'], ['f3', 'Be6\n'], ['Nd5', 'Nxd5'], ['Bxd5', 'Bxd5'], ['Rxd5', 'Qd7'], ['Rad1', 'Rfd8'], ['Qd2', 'Rac8'], ['Rd3', 'h6'], ['b3', 'Rb8\n'], ['Rd5', 'Rb6'], ['Bxh6', 'Re8'], ['Be3', 'Rbb8'], ['Bd4', 'c6'], ['Rh5', 'Qe6'], ['Qc3', 'Qg6'], ['Rh3', 'Bf8\n'], ['Qxc6', 'Rec8'], ['Qd5', 'Rc2'], ['Rg3', 'Qh6'], ['f4', 'Rbc8'], ['Be3', 'Rxa2'], ['f5', 'Qh5'], ['h3', 'Rc3\n'], ['e5', 'dxe5'], ['f6', 'Re2'], ['Qd8', 'Kh7'], ['Qxf8', 'Rxg2+'], ['Rxg2', '']]",1-0
EU-chT,Oberhausen,1961.??.??,6,"Szabo, Laszlo","Pachman, Ludek",,,E51,"[['d4', 'Nf6'], ['c4', 'e6'], ['Nc3', 'Bb4'], ['e3', 'O-O'], ['Bd3', 'd5'], ['Nf3', 'Nbd7'], ['a3', 'dxc4'], ['Bxc4', 'Bd6\n'], ['Nb5', 'Be7'], ['O-O', 'c6'], ['Nc3', 'Bd6'], ['Ba2', 'e5'], ['h3', 'exd4'], ['exd4', 'Nb6'], ['Re1', 'Bf5\n'], ['Nh4', 'Qd7'], ['Bg5', 'Nfd5'], ['Nxd5', 'cxd5'], ['Nxf5', 'Qxf5'], ['Be7', 'Bxe7'], ['Rxe7', 'Rfe8\n'], ['Bb1', 'Qf6'], ['Rxe8+', 'Rxe8'], ['b3', 'Nc8'], ['Bc2', 'Nd6'], ['a4', 'g6'], ['Qd2', 'Ne4'], ['Bxe4', 'Rxe4\n'], ['Rd1', 'Qb6'], ['Qc3', 'a5'], ['Kf1', 'Kg7'], ['Rd3', '']]",1/2-1/2
EU-chT,Oberhausen,1961.??.??,7,"Szabo, Laszlo","Perez Perez, Francisco Jose",,,A71,"[['d4', 'Nf6'], ['c4', 'c5'], ['d5', 'e6'], ['Nc3', 'exd5'], ['cxd5', 'g6'], ['Nf3', 'Bg7'], ['e4', 'd6'], ['Bg5', 'h6\n'], ['Bh4', 'g5'], ['Bg3', 'Nh5'], ['Bb5+', 'Kf8'], ['O-O', 'a6'], ['Be2', 'Nxg3'], ['fxg3', 'Nd7'], ['a4', 'b6\n'], ['Qc2', 'h5'], ['Nd1', 'Ne5'], ['Ra3', 'Ra7'], ['Nxe5', 'Bxe5'], ['g4', 'hxg4'], ['g3', 'f6'], ['Nf2', 'Bd4\n'], ['Kh1', 'Rah7'], ['Nxg4', 'Qe7'], ['Re1', 'Rh3'], ['e5', 'Qxe5']]",0-1
EU-chT,Oberhausen,1961.??.??,8,"Unzicker, Wolfgang","Szabo, Laszlo",,,B67,"[['e4', 'c5'], ['Nf3', 'Nc6'], ['d4', 'cxd4'], ['Nxd4', 'Nf6'], ['Nc3', 'd6'], ['Bg5', 'e6'], ['Qd2', 'a6'], ['O-O-O', 'Bd7\n'], ['f4', 'h6'], ['Bh4', 'Rc8'], ['Nf3', 'Qa5'], ['Kb1', 'b5'], ['Bd3', 'Nb4'], ['a3', 'Nxd3'], ['Qxd3', 'Bc6\n'], ['Nd4', 'Bb7'], ['Bxf6', 'gxf6'], ['Rhe1', 'Be7'], ['f5', 'e5'], ['Nb3', 'Qc7'], ['Qe2', 'Rg8'], ['Nd5', 'Qc4\n'], ['Qf2', 'Bd8'], ['Rd3', 'Bxd5'], ['Rxd5', 'a5'], ['Rxd6', 'a4'], ['Rd3', 'b4'], ['Nc1', 'bxa3'], ['Rxa3', 'Rb8\n'], ['Qa7', 'Rxb2+'], ['Kxb2', 'Qb4+'], ['Nb3', 'Qxe1'], ['Qxa4+', 'Kf8'], ['Qd7', 'Kg7'], ['Ra7', 'Rf8\n'], ['Rb7', 'Ba5'], ['Qd3', 'Kh8'], ['Qg3', 'Rc8'], ['Qxe1', 'Bxe1'], ['Rxf7', 'Bc3+'], ['Kb1', 'Rc6'], ['Rd7', 'Rc4\n'], ['Rd3', 'h5'], ['Kc1', 'Kh7'], ['Kd1', 'Bb4'], ['Re3', 'Kh6'], ['h4', 'Kg7'], ['Nd2', 'Bxd2'], ['Kxd2', 'Rd4+\n'], ['Ke2', 'Kf7'], ['c3', 'Rd8'], ['Rd3', 'Rc8'], ['g3', 'Ke7'], ['Kd2', 'Rc4'], ['Re3', 'Rc8'], ['Kc2', 'Kd6\n'], ['Rd3+', 'Ke7'], ['Kd2', 'Rc4'], ['Ke3', 'Rc8'], ['Kf3', 'Rc4'], ['Re3', 'Kf7'], ['g4', 'hxg4+'], ['Kxg4', 'Kg7\n'], ['Kf3', 'Kh6'], ['Ke2', 'Kh5'], ['Kd3', 'Rc8'], ['Rg3', 'Kxh4'], ['Rg6', 'Rd8+'], ['Kc4', 'Rc8+'], ['Kd5', 'Rxc3\n'], ['Rxf6', 'Kg5'], ['Kxe5', 'Rc5+'], ['Kd6', 'Ra5'], ['Rg6+', 'Kf4'], ['f6', '']]",1-0
EU-chT,Oberhausen,1961.??.??,9,"Szabo, Laszlo","Botvinnik, Mikhail",,,E44,"[['d4', 'Nf6'], ['c4', 'e6'], ['Nc3', 'Bb4'], ['e3', 'b6'], ['Ne2', 'Ne4'], ['Bd2', 'Nxd2'], ['Qxd2', 'Bb7'], ['a3', 'Be7\n'], ['d5', 'O-O'], ['g3', 'c5'], ['Bh3', 'e5'], ['f4', 'exf4'], ['gxf4', 'd6'], ['O-O-O', 'Re8'], ['Ng3', 'Bf8\n'], ['Rhg1', 'g6'], ['Nce4', 'Bg7'], ['Ng5', 'Nd7'], ['e4', 'b5'], ['cxb5', 'c4'], ['Qc2', 'Nc5'], ['Kb1', 'Nd3\n'], ['Rxd3', 'cxd3'], ['Qxd3', 'a6'], ['bxa6', 'Bxa6'], ['Qc2', 'Bxb2'], ['Nf5', 'Qb6'], ['Nh6+', 'Kf8'], ['Nxh7+', 'Ke7\n'], ['Ka2', 'Bc4+']]",0-1
EU-chT,Oberhausen,1961.??.??,10,"Gligoric, Svetozar","Szabo, Laszlo",,,D41,"[['e4', 'c6'], ['d4', 'd5'], ['exd5', 'cxd5'], ['c4', 'Nf6'], ['Nc3', 'e6'], ['Nf3', 'Be7'], ['cxd5', 'Nxd5'], ['Bd3', 'O-O\n'], ['O-O', 'Nd7'], ['Nxd5', 'exd5'], ['Bf4', 'Nf6'], ['Qb3', 'Qb6'], ['Qxb6', 'axb6'], ['Rfe1', 'Bb4'], ['Re3', 'Bd7\n'], ['Bf1', 'Rfc8'], ['Rb3', 'Ba5'], ['Bb5', 'Bf5'], ['Ra3', 'Ne4'], ['Bd3', 'f6'], ['h3', 'Bd7'], ['Rc1', 'Rxc1+\n'], ['Bxc1', 'Rc8'], ['Be3', 'Nd6']]",1/2-1/2
HUN-ch,Budapest,1962.??.??,1,"Szabo, Laszlo","Liptay, Laszlo",,,D71,"[['c4', 'Nf6'], ['Nc3', 'g6'], ['d4', 'd5'], ['cxd5', 'Nxd5'], ['g3', 'Bg7'], ['Bg2', 'Nxc3'], ['bxc3', 'O-O'], ['e3', 'c5\n'], ['Ne2', 'Nc6'], ['O-O', 'Qa5'], ['Bd2', 'Rd8'], ['Nc1', 'Qc7'], ['Nb3', 'b6'], ['Qc2', 'Ba6'], ['Rfd1', 'Rac8\n'], ['Rac1', 'e5'], ['d5', 'c4'], ['Na1', 'Na5'], ['e4', 'Nb7'], ['Be3', 'Nc5'], ['Rb1', 'Rd6'], ['Qd2', 'f5\n'], ['f3', 'Nd3'], ['Nc2', 'f4'], ['gxf4', 'exf4'], ['Bd4', 'Bxd4+'], ['Nxd4', 'Re8'], ['Bf1', 'Re5'], ['Bxd3', 'cxd3\n'], ['Qxf4', 'Rdxd5'], ['exd5', 'Re1+'], ['Rxe1', 'Qxf4'], ['Re8+', 'Kf7'], ['Rf8+', '']]",1-0
HUN-ch,Budapest,1962.??.??,2,"Kluger, Gyula","Szabo, Laszlo",,,E97,"[['d4', 'Nf6'], ['c4', 'g6'], ['Nc3', 'Bg7'], ['e4', 'd6'], ['Nf3', 'O-O'], ['Be2', 'e5'], ['O-O', 'Nc6'], ['d5', 'Ne7\n'], ['b4', 'Nh5'], ['g3', 'f5'], ['Ng5', 'Nf6'], ['f3', 'Kh8'], ['b5', 'Ne8'], ['Kg2', 'h6'], ['Nh3', 'Nf6'], ['Nf2', 'g5\n'], ['a4', 'f4'], ['a5', 'Ng6'], ['Rb1', 'b6'], ['Ra1', 'Rf7'], ['axb6', 'cxb6'], ['Bd2', 'h5'], ['Kh1', 'fxg3\n'], ['hxg3', 'Nh7'], ['Ra3', 'Qf8'], ['Be3', 'Rb8'], ['Na2', 'Bh6'], ['Nb4', 'Nf4'], ['Nc6', 'Rbb7'], ['Bc1', 'Nxe2\n'], ['Qxe2', 'g4'], ['Bxh6', 'Qxh6'], ['Nd8', 'h4'], ['Nxf7+', 'Rxf7'], ['Kg2', 'Ng5'], ['Nxg4', 'Qg6'], ['Re3', 'Nxf3\n'], ['Rfxf3', 'Bxg4'], ['Qd3', 'Bxf3+'], ['Rxf3', 'Rf4'], ['Rxf4', 'exf4'], ['Qf3', 'Qxg3+'], ['Qxg3', 'fxg3\n'], ['e5', 'Kg7'], ['e6', 'Kf6']]",1/2-1/2
HUN-ch,Budapest,1962.??.??,3,"Szabo, Laszlo","Borloy, Karoly",,,A74,"[['d4', 'Nf6'], ['c4', 'c5'], ['d5', 'e6'], ['Nc3', 'exd5'], ['cxd5', 'd6'], ['e4', 'g6'], ['Nf3', 'Bg7'], ['Be2', 'O-O\n'], ['O-O', 'a6'], ['a4', 'b6'], ['Bf4', 'Bg4'], ['h3', 'Bxf3'], ['Bxf3', 'Ne8'], ['Qd2', 'Nd7'], ['Be2', 'Qe7\n'], ['Rfe1', 'Nc7'], ['Bf1', 'Rfe8'], ['Kh1', 'Rab8'], ['Bg3', 'f6'], ['f4', 'Rb7'], ['Rab1', 'b5'], ['axb5', 'axb5\n'], ['b4', 'c4'], ['Be2', 'Ra7'], ['Bg4', 'Ra3'], ['Be6+', 'Kh8'], ['f5', 'Ne5'], ['Rf1', 'g5'], ['Ra1', 'Rea8\n'], ['Qb2', 'Rxa1'], ['Rxa1', 'Rxa1+'], ['Qxa1', 'Nd3'], ['Qa5', 'Bf8'], ['Nxb5', 'Nxb5'], ['Qxb5', 'Ne5\n'], ['Qb8', 'h5'], ['b5', 'Nd3'], ['Qc8', 'Nc5'], ['Be1', 'Kg7'], ['b6', 'Qb7'], ['Qc7+', 'Kh8'], ['Bc3', '']]",1-0
HUN-ch,Budapest,1962.??.??,4,"Forintos, Gyozo V","Szabo, Laszlo",,,E77,"[['d4', 'Nf6'], ['c4', 'g6'], ['Nc3', 'Bg7'], ['e4', 'd6'], ['f4', 'c5'], ['d5', 'O-O'], ['Nf3', 'e6'], ['Be2', 'exd5'], ['exd5', 'Re8\n'], ['O-O', 'Ng4'], ['h3', 'Ne3'], ['Bxe3', 'Rxe3'], ['Qd2', 'Re8'], ['Rae1', 'Na6'], ['Bd3', 'Rxe1'], ['Rxe1', 'Nc7\n'], ['f5', 'Bxf5'], ['Bxf5', 'gxf5'], ['Qf4', 'Qf6'], ['Nh4', 'Qd4+'], ['Qxd4', 'Bxd4+']]",1/2-1/2
HUN-ch,Budapest,1962.??.??,5,"Szabo, Laszlo","Szollosi, Laszlo Sr",,,A74,"[['d4', 'Nf6'], ['c4', 'c5'], ['d5', 'e6'], ['Nc3', 'exd5'], ['cxd5', 'd6'], ['e4', 'g6'], ['Nf3', 'Bg7'], ['Be2', 'O-O\n'], ['O-O', 'a6'], ['a4', 'Nbd7'], ['Bf4', 'Ne8'], ['Qd2', 'Ne5'], ['Nxe5', 'dxe5'], ['Be3', 'Qd6'], ['a5', 'Bd7\n'], ['Na4', 'Bxa4'], ['Rxa4', 'Nf6'], ['Rc1', 'Nd7'], ['b4', 'cxb4'], ['Qxb4', 'Qb8'], ['Qb2', 'Rc8'], ['Rxc8+', 'Qxc8\n'], ['Rc4', 'Qb8'], ['Rb4', 'Bf8'], ['Rxb7', 'Qd6'], ['Qc2', 'Rb8'], ['Rxb8', 'Qxb8'], ['Bxa6', 'Qb4'], ['Bd2', 'Qd4\n'], ['Bf1', 'Nc5'], ['Be3', 'Qb4'], ['a6', 'Qa5'], ['Qc4', 'Kg7'], ['h4', 'f5'], ['exf5', 'gxf5'], ['Qb5', 'Qa3\n'], ['Qb8', '']]",1-0
HUN-ch,Budapest,1962.??.??,6,"Dely, Peter","Szabo, Laszlo",,,B87,"[['e4', 'c5'], ['Nf3', 'd6'], ['d4', 'cxd4'], ['Nxd4', 'Nf6'], ['Nc3', 'a6'], ['Bc4', 'e6'], ['Bb3', 'b5'], ['f4', 'Bb7\n'], ['O-O', 'b4'], ['e5', 'bxc3'], ['exf6', 'Nd7'], ['f5', 'e5'], ['Bxf7+', 'Kxf7'], ['Qh5+', 'g6'], ['fxg6+', 'hxg6\n'], ['Qxh8', 'exd4'], ['Qh7+', 'Ke6'], ['Qg8+', '']]",1-0
HUN-ch,Budapest,1962.??.??,7,"Szabo, Laszlo","Dozsa, Pal",,,E88,"[['c4', 'Nf6'], ['Nc3', 'd6'], ['d4', 'g6'], ['e4', 'Bg7'], ['f3', 'O-O'], ['Be3', 'e5'], ['d5', 'c6'], ['Qd2', 'cxd5'], ['cxd5', 'a6\n'], ['O-O-O', 'b5'], ['Kb1', 'Bd7'], ['Bd3', 'Qc7'], ['g4', 'Rc8'], ['h4', 'Qb7'], ['Rc1', 'a5'], ['Bh6', 'Bh8\n'], ['Nge2', 'Na6'], ['Ng3', 'b4'], ['Nce2', 'Nc5'], ['Nf5', 'Bxf5'], ['gxf5', 'Nh5'], ['Be3', 'Nxd3'], ['Qxd3', 'Bf6\n'], ['fxg6', 'hxg6'], ['Rcg1', 'a4'], ['Bg5', 'b3'], ['a3', 'Qe7'], ['Nc3', 'Bxg5'], ['hxg5', 'Kh7'], ['Qd2', 'Rh8\n'], ['Ne2', 'Rac8'], ['Rc1', 'Qa7'], ['f4', 'Rxc1+'], ['Rxc1', 'Qf2'], ['fxe5', 'Ng3'], ['Qf4', 'Qxf4'], ['Nxf4', 'dxe5\n'], ['Ne6', 'fxe6'], ['Rc7+', 'Kg8'], ['Rc8+', 'Kg7'], ['Rxh8', 'exd5'], ['Re8', '']]",1-0
HUN-ch,Budapest,1962.??.??,8,"Honfi, Karoly","Szabo, Laszlo",,,B07,"[['e4', 'd6'], ['d4', 'Nf6'], ['Nc3', 'g6'], ['Bg5', 'Bg7'], ['e5', 'Nfd7'], ['exd6', 'cxd6'], ['Nf3', 'h6'], ['Be3', 'Nc6\n'], ['Qd2', 'Nf6'], ['d5', 'Ne5'], ['Nxe5', 'dxe5'], ['h3', 'Bd7'], ['O-O-O', 'Qa5'], ['Kb1', 'O-O'], ['Bxh6', 'Bxh6\n'], ['Qxh6', 'Rfc8'], ['Qd2', 'Rc5'], ['g4', 'e6'], ['Bg2', 'Rac8'], ['Ne4', 'Nxe4'], ['Qxa5', 'Rxa5'], ['Bxe4', 'f5\n'], ['dxe6', 'Bxe6'], ['gxf5', 'gxf5'], ['Bxb7', 'Bxa2+'], ['Kc1', 'Rc7'], ['Bf3', 'Bb3'], ['Rdg1+', 'Kh7\n'], ['Bd1', 'Bxc2'], ['Bxc2', 'Rac5'], ['Kb1', 'Rxc2'], ['f3', 'Rf2'], ['Re1', 'Rc5'], ['Rhf1', 'Rxf1'], ['Rxf1', 'Kg6\n'], ['Rg1+', 'Kh5'], ['Rg7', 'a5'], ['Ka2', 'Kh4'], ['Kb3', 'Rc1'], ['Re7', 'Re1'], ['Ra7', 'Kg3'], ['Rxa5', 'Kxf3\n'], ['Kc2', 'f4'], ['b4', 'Ke4'], ['Ra8', 'Re2+'], ['Kc3', 'f3']]",0-1
HUN-ch,Budapest,1962.??.??,9,"Szabo, Laszlo","Bilek, Istvan",,,B06,"[['e4', 'g6'], ['d4', 'Bg7'], ['h4', 'd5'], ['e5', 'c5'], ['c3', 'cxd4'], ['cxd4', 'Nc6'], ['Nc3', 'f6'], ['f4', 'Nh6'], ['h5', 'Bg4\n'], ['Be2', 'gxh5'], ['Bxg4', 'hxg4'], ['Rxh6', 'Bxh6'], ['Qxg4', 'Kf8'], ['Nf3', 'Qe8'], ['Qh3', 'Bg7'], ['Be3', 'e6\n'], ['O-O-O', 'f5'], ['g4', 'Ne7'], ['Nh4', 'Rc8'], ['Rg1', 'Qf7'], ['gxf5', 'Nxf5'], ['Nxf5', 'Qxf5'], ['Qxf5+', 'exf5\n'], ['Kd2', 'Kf7'], ['Nxd5', 'Rhd8'], ['Ne7', 'Kxe7'], ['Rxg7+', 'Ke6'], ['Rxh7', 'Rd7'], ['Rh6+', 'Kd5\n'], ['Kd3', 'Rc6'], ['Rh5', 'Ke6']]",1/2-1/2
HUN-ch,Budapest,1962.??.??,10,"Portisch, Lajos","Szabo, Laszlo",,,A58,"[['d4', 'Nf6'], ['c4', 'g6'], ['Nf3', 'Bg7'], ['g3', 'O-O'], ['Bg2', 'c5'], ['d5', 'd6'], ['O-O', 'b5'], ['cxb5', 'a6'], ['Nc3', 'axb5\n'], ['Nxb5', 'Ba6'], ['Nc3', 'Nbd7'], ['Qc2', 'Qa5'], ['Re1', 'Rfb8'], ['Bd2', 'Qb6'], ['b3', 'Ra7'], ['Rab1', 'Qb7\n'], ['Bf4', 'Qb4'], ['h3', 'Rc8'], ['Bd2', 'c4'], ['Rec1', 'Rac7'], ['Nd4', 'cxb3'], ['Nc6', 'bxc2'], ['Rxb4', 'Nc5\n'], ['Rxc2', 'e6'], ['e4', 'Bd3'], ['Rc1', 'Kf8'], ['Bf4', 'e5'], ['Be3', 'Nfd7'], ['f3', 'f5'], ['Bf1', 'f4\n'], ['Bd2', 'Bxf1'], ['Rxf1', 'Nd3'], ['Rbb1', 'fxg3'], ['Kg2', 'Ra8'], ['Kxg3', 'Nf6'], ['a4', 'Nh5+'], ['Kh2', 'Bf6\n'], ['a5', 'Bh4'], ['Ra1', 'Bg3+'], ['Kg2', 'Bf4'], ['Bxf4', 'Nhxf4+'], ['Kg3', 'Ra6'], ['Rfb1', 'Nh5+'], ['Kh2', 'Rf7\n'], ['Rb8+', 'Kg7'], ['Rf1', 'Rf4'], ['Kg2', 'Rh4'], ['Rh1', 'Ndf4+'], ['Kf2', 'Nxh3+'], ['Ke3', 'Ng3'], ['Rxh3', 'Rxh3\n'], ['Nb5', 'Rh2'], ['Nc7', 'Nh5'], ['Kd3', 'Nf4+'], ['Kc3', 'Ne2+'], ['Kc4', '']]",1-0
HUN-ch,Budapest,1962.??.??,11,"Szabo, Laszlo","Szily, Jozsef",,,E09,"[['c4', 'e6'], ['g3', 'd5'], ['Bg2', 'Nf6'], ['Nf3', 'Be7'], ['O-O', 'O-O'], ['d4', 'c6'], ['b3', 'Nbd7'], ['Nbd2', 'b5\n'], ['Qc2', 'bxc4'], ['bxc4', 'Ba6'], ['Bb2', 'Rb8'], ['Rfb1', 'Qa5'], ['Bc3', 'Qa3'], ['Rb3', 'Qa4'], ['Rc1', 'Rbc8']]",1/2-1/2
HUN-ch,Budapest,1962.??.??,12,"Szabo, Laszlo","Flesch, Janos",,,C87,"[['e4', 'e5'], ['Nf3', 'Nc6'], ['Bb5', 'a6'], ['Ba4', 'd6'], ['c3', 'Bd7'], ['d4', 'Nf6'], ['O-O', 'Be7'], ['Nbd2', 'O-O\n'], ['a3', 'Re8'], ['Re1', 'Bf8'], ['h3', 'g6'], ['Bb3', 'h6'], ['Bc2', 'Bg7'], ['Nf1', 'Re7'], ['Ng3', 'Na5'], ['b4', 'Nc4\n'], ['Bb3', 'Nb6'], ['d5', 'a5'], ['Be3', 'c6'], ['c4', 'cxd5'], ['exd5', 'e4'], ['Nd4', 'axb4'], ['axb4', 'Rc8\n'], ['Rc1', 'Be8'], ['Qd2', 'Kh7'], ['Bf4', 'Bf8'], ['Rc2', 'Rec7'], ['Rec1', 'Bd7'], ['Nde2', 'Na4'], ['c5', 'g5\n'], ['Be3', 'dxc5'], ['d6', 'Rc6'], ['bxc5', 'Ra6'], ['Bxf7', 'Bb5'], ['Bc4', 'Bxc4'], ['Rxc4', 'b5'], ['Rb4', 'Qe8\n'], ['Bd4', 'Nd5'], ['Ba1', 'Qe6'], ['Rxe4', 'Qf7'], ['Bd4', 'Rac6'], ['Qd3', 'Kg8'], ['Qxb5', 'Nab6'], ['Ra1', 'Nd7\n'], ['Ra7', 'Bxd6'], ['cxd6', 'Rxd6'], ['Be5', '']]",1-0
HUN-ch,Budapest,1962.??.??,13,"Pogats, Jozsef","Szabo, Laszlo",,,A43,"[['e4', 'd6'], ['d4', 'g6'], ['f4', 'Bg7'], ['Nf3', 'c5'], ['d5', 'Nf6'], ['Nc3', 'O-O'], ['Be2', 'e6'], ['dxe6', 'Bxe6\n'], ['O-O', 'Nc6'], ['Ng5', 'Nd4'], ['Nxe6', 'fxe6'], ['Kh1', 'Qb6'], ['Rb1', 'Qc6'], ['Bf3', 'Nxf3'], ['Qxf3', 'd5\n'], ['e5', 'Nd7'], ['Qe2', 'a6'], ['Bd2', 'Rf7'], ['Rbe1', 'Raf8'], ['Kg1', 'Kh8'], ['h4', 'b5'], ['Nd1', 'd4\n'], ['g3', 'c4'], ['Qg2', 'Qb6'], ['Bb4', 'Nc5'], ['Nf2', 'd3'], ['Kh2', 'dxc2'], ['Ne4', 'Nd3'], ['Bxf8', 'Bxf8\n'], ['Qxc2', 'Nxe1'], ['Rxe1', 'Rd7']]",1/2-1/2
HUN-ch,Budapest,1962.??.??,14,"Szabo, Laszlo","Ozsvath, Andras",,,A26,"[['c4', 'Nf6'], ['Nc3', 'g6'], ['g3', 'Bg7'], ['Bg2', 'O-O'], ['e4', 'e5'], ['Nge2', 'Nc6'], ['d3', 'd6'], ['O-O', 'Be6\n'], ['h3', 'Qd7'], ['Kh2', 'Ne8'], ['g4', 'f5'], ['gxf5', 'gxf5'], ['exf5', 'Bxf5'], ['Ng3', 'Nf6'], ['f4', 'exf4\n'], ['Nxf5', 'Qxf5'], ['Bxf4', 'Qh5'], ['Bf3', 'Qh4'], ['Bg3', 'Qh6'], ['Nd5', 'Nxd5'], ['Bxd5+', 'Kh8'], ['Qg4', 'Ne5\n'], ['Qe2', 'c6'], ['Bg2', 'c5'], ['Rxf8+', 'Rxf8'], ['Rf1', 'Rxf1'], ['Qxf1', 'Ng4+'], ['Kh1', 'Be5'], ['Bxe5+', 'Nxe5\n'], ['Bxb7', 'Kg7'], ['Be4', 'Nf7'], ['Bd5', 'Ne5'], ['b4', 'Qe3'], ['bxc5', 'dxc5'], ['Be4', 'Ng6'], ['Qg2', 'Kf6\n'], ['Qb2+', 'Kg5'], ['Qg2+', 'Kf6'], ['Bxg6', 'hxg6'], ['Kh2', 'g5'], ['Qg3', 'Qd2+'], ['Kg1', 'Kg6'], ['Qd6+', 'Kh5\n'], ['Qxc5', 'Qxd3'], ['Qxa7', 'Qg3+'], ['Kf1', 'Qxh3+'], ['Ke2', 'Qg4+'], ['Kd3', 'Qd1+'], ['Ke4', 'Qe2+\n'], ['Kd5', 'Qf3+']]",1/2-1/2
HUN-ch,Budapest,1962.??.??,15,"Bakos, S.","Szabo, Laszlo",,,C49,"[['e4', 'e5'], ['Nf3', 'Nc6'], ['Nc3', 'Nf6'], ['Bb5', 'Bb4'], ['O-O', 'O-O'], ['d3', 'd6'], ['Bg5', 'Bxc3'], ['bxc3', 'Qe7\n'], ['Bxc6', 'bxc6'], ['h3', 'h6'], ['Be3', 'Nh7'], ['Nd2', 'f5'], ['exf5', 'Bxf5'], ['f4', 'exf4'], ['Bxf4', 'Rae8\n'], ['Qh5', 'Bd7'], ['Ne4', 'Rf5'], ['Qg6', 'Ref8'], ['Bd2', 'R8f7'], ['Ng3', 'Rxf1+'], ['Rxf1', 'Rxf1+\n'], ['Kxf1', 'Nf8'], ['Qh5', 'c5'], ['Kg1', 'Qe6'], ['c4', 'Ba4'], ['Nf5', 'Bxc2'], ['Bc3', 'Bxd3'], ['Ne7+', 'Qxe7\n'], ['Qd5+', 'Qf7'], ['Qxd3', 'Nd7'], ['Qe4', 'Nb6'], ['Qg4', 'Nxc4'], ['Bxg7', 'Ne3'], ['Qe2', 'Qxg7'], ['Qxe3', 'Qd4']]",0-1
