Tashkent,Tashkent,1985.??.??,?,"Serper, Grigory","Egin, Vladimir",,,C62,"[['e4', 'e5'], ['Nf3', 'd6'], ['Nc3', 'Nc6'], ['d4', 'exd4'], ['Nxd4', 'g6'], ['Bb5', 'Bd7'], ['O-O', 'Bg7'], ['Bxc6', 'bxc6\n'], ['f4', 'c5'], ['Nde2', 'f5'], ['exf5', 'gxf5'], ['Ng3', 'Ne7'], ['Re1', 'O-O'], ['Nh5', 'Bh8'], ['Be3', 'Bc6\n'], ['Bf2', 'Qe8'], ['Bh4', 'Qg6'], ['Ng3', 'Bd4+'], ['Kh1', 'Nc8'], ['Qd3', 'Qg4'], ['Bg5', 'h6'], ['Re6', 'hxg5\n'], ['Rg6+', 'Kh7'], ['Rxg5', 'Qxf4'], ['Nxf5', 'Bxg2+'], ['Rxg2', 'Qxf5'], ['Ne4', 'Ne7'], ['c3', 'Ng6\n'], ['Ng5+', 'Kh6']]",0-1
Alekhine op,Moscow,1992.??.??,?,"Lerner, Konstantin Z","Serper, Grigory",,,D31,"[['c4', 'e6'], ['Nc3', 'd5'], ['d4', 'Bb4'], ['e3', 'c5'], ['a3', 'Bxc3+'], ['bxc3', 'Ne7'], ['Nf3', 'O-O'], ['Bd3', 'Nbc6\n'], ['O-O', 'b6'], ['Qc2', 'h6'], ['Rd1', 'cxd4'], ['cxd5', 'exd5'], ['cxd4', 'Bg4'], ['Bd2', 'Rc8'], ['Qa4', 'Ng6\n'], ['Be2', 'Nh4'], ['Rdc1', 'Bxf3'], ['Bxf3', 'Nxf3+'], ['gxf3', 'Qf6'], ['Qd1', 'Rfe8'], ['f4', 'Qg6+\n'], ['Kh1', 'Qe4+'], ['f3', 'Qf5'], ['Rc3', 'Ne7'], ['Rac1', 'Rxc3'], ['Rxc3', 'Ng6'], ['Be1', 'Qh5'], ['Kg2', 'Ne7\n'], ['Qa4', 'Rd8'], ['Qxa7', 'Nf5'], ['Qa6', 'Re8'], ['Bf2', 'Re6'], ['Qe2', 'Nxd4'], ['Qd1', 'Nf5'], ['Rd3', 'b5\n'], ['Rb3', 'Nh4+'], ['Bxh4', 'Qxh4'], ['Qf1', 'd4'], ['exd4', 'Qxf4'], ['Rd3', 'Rc6'], ['Qe2', 'Qg5+'], ['Kh1', 'Re6\n'], ['Qf1', 'Qd5'], ['Qf2', 'Qc4'], ['Qd2', 'Qd5'], ['Re3', 'Qg5'], ['Re2', 'Qxd2'], ['Rxd2', 'Re3'], ['d5', 'Kf8\n'], ['d6', 'Ke8'], ['Kg2', 'Rxa3'], ['Rd5', 'Rb3'], ['Re5+', 'Kd7'], ['Re7+', 'Kxd6'], ['Rxf7', 'g5'], ['Rf6+', 'Kc5\n'], ['Rxh6', 'Rd3'], ['h4', 'gxh4'], ['Rxh4', 'b4'], ['Rh8', 'b3'], ['Kg3', 'Kc4'], ['Rc8+', 'Kb4'], ['Rb8+', 'Kc3\n'], ['Rc8+', 'Kd2'], ['Rb8', 'Kc2'], ['Kf4', 'b2'], ['Rxb2+', 'Kxb2'], ['Ke4', 'Kc3'], ['f4', 'Kc4'], ['f5', 'Rd1\n'], ['Ke5', 'Kc5'], ['Ke6', 'Kc6'], ['Ke7', 'Re1+']]",0-1
Alekhine op,Moscow,1992.??.??,?,"Kholmov, Ratmir D","Serper, Grigory",,,B66,"[['e4', 'c5'], ['Nf3', 'd6'], ['d4', 'cxd4'], ['Nxd4', 'Nf6'], ['Nc3', 'Nc6'], ['Bg5', 'e6'], ['Qd2', 'a6'], ['O-O-O', 'h6\n'], ['Bf4', 'Bd7'], ['Nxc6', 'Bxc6'], ['f3', 'd5'], ['Qe1', 'Bb4'], ['a3', 'Ba5'], ['Bd2', 'b5'], ['e5', 'Nd7\n'], ['h4', 'Qc7'], ['f4', 'O-O'], ['Ne2', 'Bxd2+'], ['Qxd2', 'a5'], ['Nd4', 'Qb6'], ['b3', 'b4'], ['a4', 'Nc5\n'], ['Bd3', 'Rfc8'], ['Rh3', 'Bxa4'], ['bxa4', 'Nxa4'], ['Re1', 'Nc3'], ['Qe3', 'a4'], ['Nf5', 'Qxe3+'], ['Nxe3', 'b3\n'], ['cxb3', 'Ne4+'], ['Kb2', 'Nf2'], ['Nc2', 'axb3'], ['Nb4', 'Nxh3'], ['gxh3', 'Rc7'], ['Na6', 'Rc6'], ['Ra1', 'Rb6\n'], ['h5', 'Kf8'], ['Ra3', 'Ke7'], ['Ra5', 'Ra7'], ['Ra1', 'Ra8'], ['Ra3', 'f6'], ['Nb4', 'Rxa3'], ['Kxa3', 'b2\n'], ['Bb1', 'Rb7'], ['Nd3', 'Rb8'], ['Nxb2', 'fxe5'], ['fxe5', 'Rf8'], ['Bg6', 'Rf3+'], ['Nd3', 'Rxh3'], ['Kb4', 'Rg3']]",1/2-1/2
Alekhine op,Moscow,1992.??.??,?,"Epishin, Vladimir","Serper, Grigory",,,D38,"[['d4', 'Nf6'], ['c4', 'e6'], ['Nf3', 'd5'], ['Nc3', 'Bb4'], ['Bg5', 'Nbd7'], ['cxd5', 'exd5'], ['Rc1', 'h6'], ['Bh4', 'c5\n'], ['dxc5', 'Qa5'], ['Qd4', 'O-O'], ['a3', 'Bxc5'], ['Qd2', 'Be7'], ['e3', 'Nb6'], ['Nd4', 'Ne4'], ['Bxe7', 'Nxd2\n'], ['Bb4', 'Qxb4'], ['axb4', 'Nxf1'], ['Rxf1', 'Be6'], ['b3', 'a5'], ['bxa5', 'Rxa5'], ['Kd2', 'Rfa8'], ['Rc2', 'Kf8\n'], ['Nce2', 'Ra2'], ['Rc1', 'Ke7'], ['Nf4', 'Bd7'], ['Kc3', 'Rc8+'], ['Kb4', 'Raxc2'], ['Rxc2', 'Rxc2'], ['Nxc2', 'Kd6\n'], ['Nd4', 'Nc8'], ['Nd3', 'b6'], ['Nb2', 'Ne7'], ['Kc3', 'Ng6'], ['Nd3', 'Nh4'], ['g3', 'Ng6'], ['f4', 'Ne7\n'], ['Ne5', 'Be8'], ['g4', 'f6'], ['Nd3', 'g5'], ['Nf2', 'Bd7'], ['f5', 'Nc6'], ['Ne2', 'Ne5'], ['Nd4', 'Bc8\n'], ['Nb5+', 'Kc5'], ['Nd4', 'Bd7'], ['h3', 'Kd6'], ['Nh1', 'Bc8'], ['Ng3', 'Bd7'], ['Nh5', 'Ke7'], ['Nc2', 'Be8\n'], ['Ng7', 'Bb5'], ['Nb4', 'Kd6'], ['Nh5', 'Bf1'], ['Nxf6', 'Bxh3'], ['Kd4', '']]",1/2-1/2
Alekhine op,Moscow,1992.??.??,?,"Ehlvest, Jaan","Serper, Grigory",,,B66,"[['e4', 'c5'], ['Nf3', 'd6'], ['d4', 'cxd4'], ['Nxd4', 'Nf6'], ['Nc3', 'Nc6'], ['Bg5', 'e6'], ['Qd2', 'a6'], ['O-O-O', 'h6\n'], ['Be3', 'Be7'], ['f3', 'Nxd4'], ['Bxd4', 'b5'], ['Kb1', 'e5'], ['Be3', 'Be6'], ['g4', 'Qa5'], ['Qf2', 'Rb8\n'], ['Nd5', 'Bxd5'], ['exd5', 'Bd8'], ['Qe2', 'Rb7'], ['h4', 'Qc7'], ['Qg2', 'Qe7'], ['Bc1', 'Nd7'], ['Re1', 'Bb6\n'], ['f4', 'Rc7'], ['Rh3', 'O-O'], ['h5', 'Qf6'], ['Bd3', 'Qd8'], ['g5', 'hxg5'], ['fxg5', 'Nc5'], ['Bf5', 'e4\n'], ['Rf1', 'Re7'], ['g6', 'e3'], ['h6', '']]",1-0
Alekhine op,Moscow,1992.??.??,?,"Gleizerov, Evgeny","Serper, Grigory",,,E03,"[['d4', 'd5'], ['c4', 'e6'], ['Nf3', 'Nf6'], ['g3', 'dxc4'], ['Qa4+', 'Nbd7'], ['Bg2', 'a6'], ['Qxc4', 'b5'], ['Qc6', 'Rb8\n'], ['Bf4', 'Nd5'], ['Bg5', 'Be7'], ['Bxe7', 'Qxe7'], ['Nc3', 'Bb7'], ['Nxd5', 'Bxc6'], ['Nxe7', 'Kxe7'], ['Rc1', 'Rb6\n'], ['O-O', 'Rc8'], ['Ng5', 'Bxg2'], ['Kxg2', 'Rd6'], ['e3', 'c5'], ['dxc5', 'Rd5'], ['c6', 'Ne5'], ['Nf3', 'Nd3\n'], ['Rcd1', 'Nxb2'], ['Rxd5', 'exd5'], ['Nd4', 'g6'], ['Kf3', 'Nd3'], ['a4', 'bxa4'], ['Ra1', 'Nc5'], ['g4', 'Kd6\n'], ['Kf4', 'h6'], ['h4', 'Rb8'], ['h5', 'Rb4'], ['hxg6', 'fxg6'], ['Kg3', 'Nb3'], ['Rb1', 'a5'], ['Nc2', 'Rc4\n'], ['Na3', 'Rxc6'], ['Rh1', 'Kc5']]",0-1
Tashkent,Tashkent,1992.??.??,?,"Blodstein, Arkady","Serper, Grigory",,,B66,"[['e4', 'c5'], ['Nf3', 'd6'], ['d4', 'cxd4'], ['Nxd4', 'Nf6'], ['Nc3', 'Nc6'], ['Bg5', 'e6'], ['Qd2', 'a6'], ['O-O-O', 'h6\n'], ['Bf4', 'Bd7'], ['Nxc6', 'Bxc6'], ['Qe1', 'Be7'], ['f3', 'Qc7'], ['e5', 'dxe5'], ['Bxe5', 'Qb6'], ['Bc4', 'O-O\n'], ['Bd4', 'Qc7'], ['Be5', 'Qb6'], ['Bd4', 'Qb4'], ['Bb3', 'Rad8'], ['Qf2', 'Rd7'], ['Rd3', 'Rfd8'], ['Rhd1', 'Qd6\n'], ['f4', 'Qb8'], ['h3', 'b5'], ['g4', 'b4'], ['Na4', 'Bb5'], ['Bxf6', 'Rxd3'], ['Rxd3', 'Bxf6'], ['Rxd8+', 'Qxd8\n'], ['c4', 'Bc6'], ['Nc5', 'a5'], ['Qe3', 'Qb8'], ['Qf2', 'a4'], ['Bc2', 'b3'], ['axb3', 'axb3'], ['Be4', 'Qb4\n'], ['Bxc6', 'Qxc4+'], ['Kd1', 'Bd4'], ['Qe2', 'Qxc5'], ['Ba4', 'Qd5'], ['Qd3', 'Qh1+'], ['Ke2', 'Qg2+'], ['Kd1', 'Qg1+\n'], ['Ke2', 'Qf2+'], ['Kd1', 'Qxf4'], ['Bxb3', 'Bxb2'], ['Ke2', 'Qh2+'], ['Kf1', 'Qh1+'], ['Kf2', 'Bd4+\n'], ['Ke2', 'Qg2+'], ['Kd1', 'Qg1+'], ['Kd2', 'Qf2+'], ['Kd1', 'Be3'], ['Bc2', 'Qf3+'], ['Ke1', 'g6'], ['Qe2', 'Qxh3\n'], ['Be4', 'Qg3+'], ['Kd1', 'Qg1+'], ['Kc2', 'Qc1+'], ['Kb3', 'Bd4'], ['Qd3', 'Bg7'], ['Qc2', 'Qf4'], ['Qe2', 'Be5\n'], ['Kc2', 'Kg7'], ['Kd3', 'Kf6']]",0-1
Tashkent,Tashkent,1992.??.??,?,"Serper, Grigory","Nadyrhanov, S.",,,A21,"[['c4', 'e5'], ['g3', 'g6'], ['Bg2', 'Bg7'], ['Nc3', 'd6'], ['d3', 'f5'], ['e3', 'Nf6'], ['Nge2', 'a5'], ['b3', 'c6'], ['Bb2', 'O-O\n'], ['O-O', 'Na6'], ['Rc1', 'Bd7'], ['Na4', 'b6'], ['Qd2', 'Rb8'], ['Rfd1', 'Re8'], ['Nac3', 'Kh8'], ['e4', 'c5\n'], ['f4', 'Nb4'], ['Rf1', 'Rc8'], ['Rce1', 'Ng4'], ['Kh1', 'Nc6'], ['Nd5', 'Nf6'], ['Nec3', 'Nd4'], ['Nxf6', 'Bxf6\n'], ['Nd5', 'Bg7'], ['Rf2', 'Be6'], ['Ref1', 'Bxd5'], ['cxd5', 'Bh6'], ['Qd1', 'Qf6'], ['Bh3', 'exf4'], ['gxf4', 'Qh4\n'], ['Rf3', 'Qh5'], ['Qd2', 'Bg7'], ['Re3', 'Rc7'], ['Bg2', 'Rce7'], ['Rh3', 'Qe2'], ['Qc1', 'fxe4'], ['Re3', 'Qg4\n'], ['dxe4', 'Nf5'], ['Bh3', 'Nxe3'], ['Bxg4', 'Nxg4'], ['Bxg7+', 'Kxg7'], ['Qc3+', 'Nf6'], ['e5', 'dxe5\n'], ['d6', 'Re6'], ['fxe5', 'Rxe5'], ['Qf3', 'Rf8'], ['Qb7+', 'Rf7'], ['Qxb6', 'Rd5'], ['Qxa5', 'Rd7'], ['Qc7', 'Rxd6\n'], ['Qxc5', 'Rd5'], ['Qc3', 'Rd4'], ['a4', 'Ne4'], ['Qf3', 'Kh6'], ['a5', 'Ng5'], ['Qf8+', 'Kh5'], ['a6', 'Rg4\n'], ['Qc5', 'Kh4'], ['a7', 'Rd8'], ['Qe7', 'Rgd4'], ['Qb7', '']]",1-0
Tashkent,Tashkent,1992.??.??,?,"Saltaev, Mihail","Serper, Grigory",,,B34,"[['e4', 'c5'], ['Nf3', 'Nc6'], ['d4', 'cxd4'], ['Nxd4', 'g6'], ['Bc4', 'Qa5+'], ['c3', 'Nf6'], ['O-O', 'Bg7'], ['Re1', 'O-O\n'], ['Bf1', 'd6'], ['Nd2', 'Bd7'], ['N2b3', 'Qb6'], ['a4', 'Nxd4'], ['cxd4', 'Rac8'], ['a5', 'Qc7'], ['Bd3', 'a6\n'], ['Qe2', 'e5'], ['d5', 'Nh5'], ['g3', 'f5'], ['f3', 'fxe4'], ['fxe4', 'Bb5'], ['Bxb5', 'axb5'], ['Qxb5', 'Qc4\n'], ['Qxc4', 'Rxc4'], ['Bg5', 'Rc2'], ['Rf1', 'Rxb2'], ['Rxf8+', 'Bxf8'], ['Nd2', 'h6'], ['Be3', 'Nf6'], ['h3', 'h5\n'], ['Rc1', 'Ra2'], ['Rb1', 'Rxa5'], ['Rxb7', 'Ra4'], ['Rb8', 'Kf7'], ['Rb7+', 'Kg8'], ['Rb8', 'Kf7'], ['Rb7+', 'Kg8\n'], ['Rb8', '']]",1/2-1/2
Tashkent,Tashkent,1992.??.??,?,"Serper, Grigory","Safin, Shukhrat",,,E67,"[['c4', 'Nf6'], ['Nc3', 'e5'], ['Nf3', 'd6'], ['d4', 'exd4'], ['Nxd4', 'g6'], ['g3', 'Bg7'], ['Bg2', 'O-O'], ['O-O', 'Nbd7\n'], ['b3', 'Re8'], ['Bb2', 'Nc5'], ['Qc2', 'a5'], ['a3', 'c6'], ['b4', 'axb4'], ['axb4', 'Rxa1'], ['Rxa1', 'Ne6\n'], ['Nxe6', 'Bxe6'], ['b5', 'Ng4'], ['bxc6', 'bxc6'], ['Ra6', 'Bxc4'], ['Rxc6', 'Ne5'], ['Qa4', 'Nxc6'], ['Bxc6', 'Rxe2\n'], ['Nxe2', 'Bxe2'], ['Bxg7', 'Kxg7'], ['Qd4+', 'Kg8'], ['h4', 'h5'], ['Bd5', 'Bg4'], ['Kg2', 'Qe7'], ['Be4', 'Be6\n'], ['Kf3', 'Qd7'], ['Ke3', 'd5'], ['Bf3', 'Qd6'], ['Bg2', '']]",1/2-1/2
Tashkent,Tashkent,1992.??.??,?,"Serper, Grigory","Kaiumov, Dmitry D",,,D41,"[['c4', 'Nf6'], ['Nc3', 'c5'], ['Nf3', 'e6'], ['g3', 'Nc6'], ['Bg2', 'd5'], ['cxd5', 'Nxd5'], ['O-O', 'Be7'], ['d4', 'O-O\n'], ['Nxd5', 'exd5'], ['dxc5', 'Bxc5'], ['a3', 'Bf5'], ['b4', 'Bb6'], ['Ra2', 'Be4'], ['Rd2', 'Qe7'], ['Bb2', 'Rfd8\n'], ['Qa1', 'f6'], ['Rfd1', 'a6'], ['Qa2', 'Kh8'], ['Nh4', 'd4'], ['Qb3', 'Bxg2'], ['Kxg2', 'Rd7'], ['Qf3', 'Rad8\n'], ['Qh5', 'Kg8'], ['Ba1', 'g6'], ['Qf3', 'Ne5'], ['Qb3+', 'Qf7'], ['Qxf7+', 'Kxf7'], ['Rc1', 'Ke6'], ['Nf3', 'Nxf3\n'], ['Kxf3', 'd3'], ['Re1', 'Kf7'], ['Red1', 'Rd5'], ['exd3', 'a5'], ['Bc3', 'Rc8'], ['bxa5', 'Rxc3'], ['axb6', 'Rb5\n'], ['a4', 'Rxb6'], ['Re1', 'Rb4'], ['Re4', 'Rxe4'], ['Kxe4', 'Ra3'], ['Rb2', 'Rxa4+'], ['d4', 'Ra7'], ['h4', 'h5\n'], ['Rb6', 'Ke7'], ['f3', 'Kf7'], ['g4', 'hxg4'], ['fxg4', 'Kg7'], ['g5', 'fxg5'], ['hxg5', 'Kf7'], ['Ke5', 'Kg7\n'], ['Ke6', 'Ra4'], ['Rxb7+', 'Kg8'], ['d5', 'Re4+'], ['Kf6', 'Rd4'], ['Kxg6', 'Kf8'], ['Rf7+', 'Ke8'], ['Rf5', '']]",1-0
Tashkent,Tashkent,1992.??.??,?,"Serper, Grigory","Nenashev, Alexander",,,D34,"[['c4', 'c5'], ['Nf3', 'Nf6'], ['Nc3', 'e6'], ['g3', 'd5'], ['cxd5', 'exd5'], ['d4', 'Nc6'], ['Bg2', 'Be7'], ['O-O', 'O-O\n'], ['b3', 'Ne4'], ['Bb2', 'Bf6'], ['Na4', 'cxd4'], ['Nxd4', 'Bd7'], ['Rc1', 'Qe7'], ['Nxc6', 'Bxc6'], ['Bd4', 'Rfc8\n'], ['Qd3', 'h6'], ['Rfd1', 'Bxd4'], ['Qxd4', 'Qa3'], ['Bh3', 'Re8'], ['Rc2', 'Nf6'], ['Qc5', 'Qxc5'], ['Nxc5', 'a5\n'], ['Rd4', 'g5'], ['Bf5', 'Kg7'], ['Na4', 'Ne4'], ['Nb6', 'Rad8'], ['f3', 'Nd6'], ['Bd3', 'Nc8'], ['Nxc8', 'Rxc8\n'], ['Kf2', 'Kf8'], ['Bf5', 'Ra8'], ['g4', 'Ke7'], ['e4', 'Red8'], ['exd5', 'Rxd5'], ['Rxd5', 'Bxd5'], ['Rc7+', 'Kd6\n'], ['Rd7+', 'Kc6'], ['Re7', 'a4'], ['bxa4', 'Rxa4'], ['Be4', 'Rxa2+'], ['Kg3', 'Kd6'], ['Bxd5', 'Kxd5'], ['Rxb7', 'f6\n'], ['Rh7', 'Ke5'], ['Rxh6', 'Ra1'], ['Rh8', 'Ke6'], ['Re8+', 'Kf7'], ['Rb8', 'Kg6'], ['Rb2', 'Ra3'], ['Rb5', 'Rc3\n'], ['Rf5', 'Ra3'], ['h4', 'gxh4+'], ['Kxh4', 'Rb3'], ['Kg3', 'Ra3'], ['Rf4', 'Ra6'], ['Rf5', 'Ra3'], ['Rb5', 'Rc3\n'], ['Kf4', 'Rc4+'], ['Ke3', 'Rc3+'], ['Ke4', 'Rc4+'], ['Kd3', 'Ra4'], ['Rd5', 'Ra3+'], ['Ke4', 'Ra4+'], ['Rd4', 'Rxd4+\n'], ['Kxd4', 'f5']]",1/2-1/2
Tashkent,Tashkent,1992.??.??,?,"Vakhidov, Tahir","Serper, Grigory",,,D38,"[['d4', 'Nf6'], ['Nf3', 'd5'], ['c4', 'e6'], ['Nc3', 'Bb4'], ['cxd5', 'exd5'], ['Bg5', 'Nbd7'], ['e3', 'c5'], ['Bd3', 'Qa5\n'], ['Qc2', 'c4'], ['Bf5', 'O-O'], ['O-O', 'Re8'], ['Nd2', 'g6'], ['Bxd7', 'Nxd7'], ['h4', 'f6'], ['Bf4', 'Nb6\n'], ['Nb3', 'Qa6'], ['Nc5', 'Qa5'], ['Nb3', 'Qa6'], ['Nc5', 'Qa5']]",1/2-1/2
Tashkent,Tashkent,1992.??.??,?,"Zagrebelny, Sergey","Serper, Grigory",,,B70,"[['e4', 'c5'], ['Nf3', 'd6'], ['d4', 'cxd4'], ['Nxd4', 'Nf6'], ['Nc3', 'Nc6'], ['Be2', 'g6'], ['O-O', 'Bg7'], ['Nb3', 'O-O\n'], ['Re1', 'a6'], ['Bf1', 'b5'], ['Nd5', 'Nd7'], ['c3', 'e6'], ['Ne3', 'Nb6'], ['f4', 'Bb7'], ['Ng4', 'Nc4'], ['Nd2', 'Qb6+\n'], ['Kh1', 'Nxd2'], ['Bxd2', 'f5'], ['Be3', 'Qc7'], ['Nf2', 'e5'], ['exf5', 'Rxf5'], ['Nd3', 'Raf8'], ['fxe5', 'Nxe5\n'], ['Nxe5', 'Bxe5'], ['Qg4', 'Qe7'], ['h3', 'Rf3'], ['Bh6', 'R8f5'], ['Kg1', 'Qf6'], ['gxf3', 'Bxf3'], ['Rxe5', 'Qxe5\n'], ['Qh4', 'g5'], ['Qe1', 'Be4'], ['Bg2', 'Bxg2'], ['Kxg2', 'Rf6'], ['Qxe5', 'dxe5'], ['Bxg5', 'Rg6'], ['h4', 'h6\n'], ['Kf3', 'hxg5'], ['Rg1', 'Rf6+'], ['Ke3', 'Kf7'], ['Rxg5', 'Rf4'], ['Rxe5', 'Rxh4'], ['Kd3', 'Kf6'], ['Re4', 'Rh1\n'], ['a4', 'Kf5'], ['axb5', 'Rd1+'], ['Kc2', 'Kxe4'], ['Kxd1', 'axb5'], ['Ke2', 'Kd5'], ['Kd3', 'Kc5'], ['b3', 'Kd5\n'], ['b4', 'Ke5'], ['c4', 'Kd6'], ['cxb5', 'Kc7'], ['Kd4', 'Kb6'], ['Kc4', 'Kc7'], ['Kc5', 'Kb7'], ['b6', 'Ka6\n'], ['b7', 'Ka7'], ['b8=Q+', '']]",1-0
Tashkent,Tashkent,1992.??.??,?,"Serper, Grigory","Loginov, Valery A",,,E48,"[['d4', 'Nf6'], ['c4', 'e6'], ['Nc3', 'Bb4'], ['e3', 'O-O'], ['Bd3', 'd5'], ['Ne2', 'dxc4'], ['Bxc4', 'e5'], ['O-O', 'exd4\n'], ['Nxd4', 'Nbd7'], ['a3', 'Bxc3'], ['bxc3', 'Ne5'], ['Be2', 'Qe7'], ['c4', 'c5'], ['Nb5', 'Rd8'], ['Qc2', 'a6\n'], ['Nc3', 'Be6'], ['Ne4', 'Bf5'], ['Nxf6+', 'Qxf6'], ['e4', 'Bg4'], ['f3', 'Nc6'], ['Rb1', 'Nd4'], ['Qa2', 'Be6\n'], ['Rxb7', 'Nxe2+'], ['Qxe2', 'Qd4+'], ['Qf2', 'Qxf2+'], ['Rxf2', 'Rd1+'], ['Rf1', 'Rxf1+'], ['Kxf1', 'Bxc4+\n'], ['Kf2', 'Rc8'], ['Bf4', 'h6'], ['Be5', 'Bb5'], ['Rb8', '']]",1/2-1/2
Tashkent,Tashkent,1992.??.??,?,"Barsov, Alexei","Serper, Grigory",,,D31,"[['d4', 'd5'], ['c4', 'e6'], ['Nc3', 'Bb4'], ['cxd5', 'exd5'], ['Bf4', 'Nf6'], ['e3', 'Ne4'], ['Qc2', 'c5'], ['Bd3', 'cxd4\n'], ['exd4', 'O-O'], ['Ne2', 'Bf5'], ['O-O', 'Re8'], ['Nb5', 'Na6'], ['f3', 'Nd6'], ['Bxf5', 'Nxf5'], ['Qxf5', 'Rxe2\n'], ['a3', 'Bf8'], ['Qd3', 'Re8'], ['Rfe1', 'Qb6'], ['Kf1', 'g6'], ['Rac1', 'Rac8'], ['Rxe8', 'Rxe8'], ['Rc2', 'Nb8\n'], ['Nc7', 'Rd8'], ['Nxd5', 'Rxd5'], ['Bxb8', 'Rxd4'], ['Qe2', 'Qd8'], ['Bg3', 'h5'], ['Be1', 'Bg7'], ['g3', 'Qd5\n'], ['Kg2', 'Rd3'], ['Rc7', 'Be5'], ['Rxb7', 'Qxb7'], ['Qxd3', 'Qxb2+'], ['Bf2', 'Kg7'], ['a4', 'Qa2'], ['Qe4', 'Bc3\n'], ['Kf1', 'Qa1+'], ['Kg2', 'Qb2'], ['Kf1', 'a6'], ['Qc4', 'a5']]",1/2-1/2
Tashkent,Tashkent,1992.??.??,?,"Iuldachev, Saidali","Serper, Grigory",,,B22,"[['e4', 'c5'], ['c3', 'd5'], ['exd5', 'Qxd5'], ['d4', 'Nf6'], ['Nf3', 'e6'], ['Bd3', 'Be7'], ['O-O', 'O-O'], ['Be3', 'Nc6\n'], ['h3', 'b6'], ['c4', 'Qd7'], ['Ne5', 'Qc7'], ['Nxc6', 'Qxc6'], ['Be2', 'Bb7'], ['Bf3', 'Qc7'], ['Bxb7', 'Qxb7\n'], ['dxc5', 'Bxc5'], ['Bxc5', 'bxc5'], ['Qe2', 'Ne4'], ['Re1', 'Nd6'], ['b3', 'Nf5'], ['Nc3', 'Nd4'], ['Qb2', 'Rfd8\n'], ['Rad1', 'Rd7'], ['Ne4', 'Qc7'], ['Qa3', 'Nc2'], ['Qa4', 'Rd4'], ['Rxd4', 'Nxd4'], ['Nc3', 'h6'], ['Nb5', 'Qd7\n'], ['Qa5', 'Nc6'], ['Qc7', 'Rd8'], ['Qxd7', 'Rxd7'], ['Nc3', 'Nb4'], ['Re2', 'Kf8'], ['Na4', 'Rd1+'], ['Kh2', 'Nd3\n'], ['Nc3', 'Rc1'], ['Na4', 'Rd1'], ['Nc3', 'Rc1'], ['Na4', 'Rd1'], ['Nc3', '']]",1/2-1/2
Tilburg,Tilburg,1992.??.??,1,"Smyslov, Vassily","Serper, Grigory",,,E51,"[['d4', 'd5'], ['c4', 'e6'], ['Nc3', 'Bb4'], ['e3', 'Nf6'], ['a3', 'Be7'], ['Nf3', 'O-O'], ['b4', 'b6'], ['cxd5', 'exd5\n'], ['Bb2', 'c5'], ['bxc5', 'bxc5'], ['dxc5', 'Na6'], ['Nd4', 'Bxc5'], ['Be2', 'Nc7'], ['O-O', 'Bd7'], ['Rc1', 'Rb8\n'], ['Na4', 'Bxa4'], ['Qxa4', 'Rxb2'], ['Rxc5', 'Ne6'], ['Nxe6', 'fxe6'], ['Bd3', 'e5'], ['Bf5', 'Qe7'], ['Ra5', 'Rb7\n'], ['Ra6', 'g6'], ['Bh3', 'Ne4'], ['Qc6', 'Nxf2'], ['Qe6+', 'Kh8'], ['Qxe7', 'Nxh3+'], ['gxh3', 'Rxf1+\n'], ['Kxf1', 'Rxe7'], ['Rd6', 'd4'], ['exd4', 'exd4'], ['Rxd4', 'Re3'], ['Ra4', 'Re7'], ['Kf2', 'Kg7'], ['Kf3', 'Kf6\n'], ['h4', 'Kf5'], ['Ra5+', 'Kf6'], ['h5', 'gxh5'], ['Rxh5', 'Kg6'], ['Ra5', 'Kf6'], ['Kf4', 'Kg6'], ['a4', 'Rb7\n'], ['Ra6+', 'Kh5'], ['a5', 'Rf7+'], ['Kg3', 'Rg7+'], ['Kf3', 'Rf7+'], ['Ke3', 'Kg4'], ['Ke4', 'h5'], ['Rc6', 'Rf4+\n'], ['Ke3', 'Rf5'], ['Ra6', 'Rf7'], ['Rc6', 'Kh3'], ['Rc2', 'Rf5'], ['Ra2', 'h4'], ['a6', 'Rf1'], ['Ke4', 'Rg1\n'], ['Kd5', 'Rg2'], ['Rxg2', 'Kxg2'], ['Kc6', 'Kxh2'], ['Kb7', 'h3'], ['Kxa7', 'Kg1'], ['Kb8', 'h2'], ['a7', 'h1=Q\n'], ['a8=Q', 'Qxa8+']]",1/2-1/2
